player_lower,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,Player,Team,Role,YR,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,DunkAtt,Dunk_Freq,Dunk_FG%,First_Season,Last_Season
emondrek erkins-ford,10,1,5,1,5,0,2,4,2,0,0,0,Emondrek Erkins-Ford,Jacksonville St.,F,Jr,10,1,11,0.9090909090909091,0.5,11,0.9090909090909091,0.5,6,0.16666666666666666,0.0,17,0.6470588235294118,0.45454545454545453,6,0.3333333333333333,1.0,0.5384615384615384,23,0.4782608695652174,0.2608695652173913,0.2608695652173913,0.7391304347826086,0,0.0,,2026,2026
eoin dillon,0,1,0,0,1,0,3,6,3,0,0,0,Eoin Dillon,Belmont,F,Fr,0,1,1,0.0,,1,0.0,,1,0.0,,2,0.0,,9,0.3333333333333333,1.0,1.0,11,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.18181818181818182,0,0.0,,2026,2026
eric dailey jr.,13,5,8,5,6,4,10,12,8,5,0,5,Eric Dailey Jr.,UCLA,F,Jr,8,5,13,0.6153846153846154,0.375,18,0.7222222222222222,0.6153846153846154,11,0.45454545454545453,0.8,29,0.6206896551724138,0.6666666666666666,22,0.45454545454545453,0.8,0.7142857142857143,51,0.35294117647058826,0.21568627450980393,0.43137254901960786,0.5686274509803921,5,0.09803921568627451,1.0,2026,2026
eric mahaffey,18,7,9,1,4,0,6,5,5,7,0,4,Eric Mahaffey,Akron,G,So,11,7,18,0.6111111111111112,0.45454545454545453,25,0.72,0.5,5,0.2,0.0,30,0.6333333333333333,0.47368421052631576,11,0.5454545454545454,0.8333333333333334,0.56,41,0.6097560975609756,0.12195121951219512,0.2682926829268293,0.7317073170731707,7,0.17073170731707318,1.0,2026,2026
eric parnell,5,2,2,2,4,0,20,34,17,2,0,1,Eric Parnell,Fairleigh Dickinson,G,Sr,3,2,5,0.6,0.3333333333333333,7,0.7142857142857143,0.4,6,0.3333333333333333,0.0,13,0.5384615384615384,0.2857142857142857,54,0.37037037037037035,0.85,0.7037037037037037,67,0.1044776119402985,0.08955223880597014,0.8059701492537313,0.19402985074626866,2,0.029850746268656716,1.0,2026,2026
eric reibe,21,7,18,4,3,4,2,5,2,6,0,6,Eric Reibe,Connecticut,C,Fr,15,7,22,0.6818181818181818,0.8,28,0.75,0.8571428571428571,7,0.5714285714285714,1.0,35,0.7142857142857143,0.88,7,0.2857142857142857,1.0,0.8888888888888888,42,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,6,0.14285714285714285,1.0,2026,2026
erik pratt,13,13,4,9,9,3,10,27,6,2,0,1,Erik Pratt,Stony Brook,G,Sr,11,13,24,0.4583333333333333,0.2727272727272727,26,0.5,0.3076923076923077,18,0.5,0.3333333333333333,44,0.5,0.3181818181818182,37,0.2702702702702703,0.6,0.40625,81,0.32098765432098764,0.2222222222222222,0.4567901234567901,0.5432098765432098,2,0.024691358024691357,1.0,2026,2026
erik taylor,5,2,1,1,1,1,2,11,1,0,0,0,Erik Taylor,Presbyterian,G,So,5,2,7,0.7142857142857143,0.2,7,0.7142857142857143,0.2,2,0.5,1.0,9,0.6666666666666666,0.3333333333333333,13,0.15384615384615385,0.5,0.375,22,0.3181818181818182,0.09090909090909091,0.5909090909090909,0.4090909090909091,0,0.0,,2026,2026
ernest shelton,7,6,3,0,2,0,22,30,19,1,1,0,Ernest Shelton,Merrimack,G,Jr,6,5,11,0.5454545454545454,0.5,13,0.5384615384615384,0.42857142857142855,2,0.0,,15,0.4666666666666667,0.42857142857142855,52,0.4230769230769231,0.8636363636363636,0.7586206896551724,67,0.19402985074626866,0.029850746268656716,0.7761194029850746,0.22388059701492538,2,0.029850746268656716,0.5,2026,2026
ernest udeh jr.,15,4,13,0,1,0,0,0,0,11,1,11,Ernest Udeh Jr.,Miami FL,C,Jr,4,3,7,0.5714285714285714,0.5,19,0.7894736842105263,0.8666666666666667,1,0.0,,20,0.75,0.8666666666666667,0,,,0.8666666666666667,20,0.95,0.05,0.0,1.0,12,0.6,0.9166666666666666,2026,2026
ethan burg,2,3,1,0,3,0,7,7,7,0,0,0,Ethan Burg,Tennessee,G,So,2,3,5,0.4,0.5,5,0.4,0.5,3,0.0,,8,0.25,0.5,14,0.5,1.0,0.8888888888888888,22,0.22727272727272727,0.13636363636363635,0.6363636363636364,0.36363636363636365,0,0.0,,2026,2026
ethan okwuosa,4,0,3,2,3,1,5,9,3,2,0,1,Ethan Okwuosa,Boston University,G,Sr,2,0,2,1.0,1.0,4,1.0,0.75,5,0.4,0.5,9,0.6666666666666666,0.6666666666666666,14,0.35714285714285715,0.6,0.6363636363636364,23,0.17391304347826086,0.21739130434782608,0.6086956521739131,0.391304347826087,2,0.08695652173913043,1.0,2026,2026
ethan potter,31,19,19,12,11,1,0,4,0,8,1,7,Ethan Potter,Utah Tech,C,Sr,23,18,41,0.5609756097560976,0.5217391304347826,50,0.62,0.6129032258064516,23,0.5217391304347826,0.08333333333333333,73,0.589041095890411,0.46511627906976744,4,0.0,,0.46511627906976744,77,0.6493506493506493,0.2987012987012987,0.05194805194805195,0.948051948051948,9,0.11688311688311688,0.8888888888888888,2026,2026
ethan roberts,13,10,2,6,12,1,8,14,6,0,0,0,Ethan Roberts,Penn,G,Sr,13,10,23,0.5652173913043478,0.15384615384615385,23,0.5652173913043478,0.15384615384615385,18,0.3333333333333333,0.16666666666666666,41,0.4634146341463415,0.15789473684210525,22,0.36363636363636365,0.75,0.3333333333333333,63,0.36507936507936506,0.2857142857142857,0.3492063492063492,0.6507936507936508,0,0.0,,2026,2026
ethan simmon,1,0,0,0,1,0,3,4,3,0,0,0,Ethan Simmon,Stony Brook,G,Sr,1,0,1,1.0,0.0,1,1.0,0.0,1,0.0,,2,0.5,0.0,7,0.42857142857142855,1.0,0.75,9,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0,0.0,,2026,2026
evan chatman,8,3,6,3,3,2,4,13,3,3,0,3,Evan Chatman,UAB,F,Jr,5,3,8,0.625,0.6,11,0.7272727272727273,0.75,6,0.5,0.6666666666666666,17,0.6470588235294118,0.7272727272727273,17,0.23529411764705882,0.75,0.7333333333333333,34,0.3235294117647059,0.17647058823529413,0.5,0.5,3,0.08823529411764706,1.0,2026,2026
evan haywood,3,7,1,0,0,0,14,15,14,0,1,0,Evan Haywood,Butler,G,So,3,6,9,0.3333333333333333,0.3333333333333333,10,0.3,0.3333333333333333,0,,,10,0.3,0.3333333333333333,29,0.4827586206896552,1.0,0.8823529411764706,39,0.2564102564102564,0.0,0.7435897435897436,0.2564102564102564,1,0.02564102564102564,0.0,2026,2026
evan ipsaro,12,5,3,5,1,0,3,10,2,0,0,0,Evan Ipsaro,Miami OH,G,Jr,12,5,17,0.7058823529411765,0.25,17,0.7058823529411765,0.25,6,0.8333333333333334,0.0,23,0.7391304347826086,0.17647058823529413,13,0.23076923076923078,0.6666666666666666,0.25,36,0.4722222222222222,0.16666666666666666,0.3611111111111111,0.6388888888888888,0,0.0,,2026,2026
evan mahaffey,18,6,8,3,5,2,3,4,2,6,0,3,Evan Mahaffey,Akron,G,Sr,12,6,18,0.6666666666666666,0.4166666666666667,24,0.75,0.4444444444444444,8,0.375,0.6666666666666666,32,0.65625,0.47619047619047616,7,0.42857142857142855,0.6666666666666666,0.5,39,0.6153846153846154,0.20512820512820512,0.1794871794871795,0.8205128205128205,6,0.15384615384615385,1.0,2026,2026
ezra ausar,37,14,25,2,3,1,0,0,0,13,1,13,Ezra Ausar,USC,F,Sr,24,13,37,0.6486486486486487,0.5,51,0.7254901960784313,0.6756756756756757,5,0.4,0.5,56,0.6964285714285714,0.6666666666666666,0,,,0.6666666666666666,56,0.9107142857142857,0.08928571428571429,0.0,1.0,14,0.25,0.9285714285714286,2026,2026
fabian flores,7,3,6,1,1,1,0,0,0,6,1,6,Fabian Flores,DePaul,C,Fr,1,2,3,0.3333333333333333,0.0,10,0.7,0.8571428571428571,2,0.5,1.0,12,0.6666666666666666,0.875,0,,,0.875,12,0.8333333333333334,0.16666666666666666,0.0,1.0,7,0.5833333333333334,0.8571428571428571,2026,2026
fazl oshodi,1,3,1,0,3,0,9,12,6,0,0,0,Fazl Oshodi,Southern,G,So,1,3,4,0.25,1.0,4,0.25,1.0,3,0.0,,7,0.14285714285714285,1.0,21,0.42857142857142855,0.6666666666666666,0.7,28,0.14285714285714285,0.10714285714285714,0.75,0.25,0,0.0,,2026,2026
federiko federiko,9,9,7,0,0,0,0,0,0,8,2,7,Federiko Federiko,Texas A&M,C,Sr,1,7,8,0.125,0.0,18,0.5,0.7777777777777778,0,,,18,0.5,0.7777777777777778,0,,,0.7777777777777778,18,1.0,0.0,0.0,1.0,10,0.5555555555555556,0.8,2026,2026
fedor zugic,4,2,1,0,0,0,2,11,2,2,0,1,Fedor Zugic,Creighton,G,Jr,2,2,4,0.5,0.0,6,0.6666666666666666,0.25,0,,,6,0.6666666666666666,0.25,13,0.15384615384615385,1.0,0.5,19,0.3157894736842105,0.0,0.6842105263157895,0.3157894736842105,2,0.10526315789473684,1.0,2026,2026
felix kossaras,8,6,5,1,0,0,8,5,8,3,0,3,Felix Kossaras,Colorado,G,So,5,6,11,0.45454545454545453,0.4,14,0.5714285714285714,0.625,1,1.0,0.0,15,0.6,0.5555555555555556,13,0.6153846153846154,1.0,0.7647058823529411,28,0.5,0.03571428571428571,0.4642857142857143,0.5357142857142857,3,0.10714285714285714,1.0,2026,2026
felix okpara,20,10,18,2,9,2,4,2,4,11,4,10,Felix Okpara,Tennessee,F,Sr,9,6,15,0.6,0.8888888888888888,30,0.6666666666666666,0.9,11,0.18181818181818182,1.0,41,0.5365853658536586,0.9090909090909091,6,0.6666666666666666,1.0,0.9230769230769231,47,0.6382978723404256,0.23404255319148937,0.1276595744680851,0.8723404255319149,15,0.3191489361702128,0.7333333333333333,2026,2026
filip borovicanin,12,4,6,10,11,5,3,15,3,2,0,2,Filip Borovicanin,Xavier,F,Sr,10,4,14,0.7142857142857143,0.4,16,0.75,0.5,21,0.47619047619047616,0.5,37,0.5945945945945946,0.5,18,0.16666666666666666,1.0,0.56,55,0.2909090909090909,0.38181818181818183,0.32727272727272727,0.6727272727272727,2,0.03636363636363636,1.0,2026,2026
filip brankovic,9,3,5,7,13,1,8,5,8,0,0,0,Filip Brankovic,UT Rio Grande Valley,F,Jr,9,3,12,0.75,0.5555555555555556,12,0.75,0.5555555555555556,20,0.35,0.14285714285714285,32,0.5,0.375,13,0.6153846153846154,1.0,0.5833333333333334,45,0.26666666666666666,0.4444444444444444,0.28888888888888886,0.7111111111111111,0,0.0,,2026,2026
filip jovic,23,11,11,0,0,0,0,2,0,6,1,4,Filip Jovic,Auburn,C,Fr,17,10,27,0.6296296296296297,0.4117647058823529,34,0.6764705882352942,0.4782608695652174,0,,,34,0.6764705882352942,0.4782608695652174,2,0.0,,0.4782608695652174,36,0.9444444444444444,0.0,0.05555555555555555,0.9444444444444444,7,0.19444444444444445,0.8571428571428571,2026,2026
filip radaković,1,0,1,0,0,0,0,2,0,0,0,0,Filip Radaković,Tennessee Martin,G,So,1,0,1,1.0,1.0,1,1.0,1.0,0,,,1,1.0,1.0,2,0.0,,1.0,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,0.0,,2026,2026
finley bizjack,9,8,0,11,10,4,20,27,18,0,0,0,Finley Bizjack,Butler,G,Jr,9,8,17,0.5294117647058824,0.0,17,0.5294117647058824,0.0,21,0.5238095238095238,0.36363636363636365,38,0.5263157894736842,0.2,47,0.425531914893617,0.9,0.55,85,0.2,0.24705882352941178,0.5529411764705883,0.4470588235294118,0,0.0,,2026,2026
finn lally,1,1,0,0,0,0,2,3,2,0,0,0,Finn Lally,William & Mary,F,Sr,1,1,2,0.5,0.0,2,0.5,0.0,0,,,2,0.5,0.0,5,0.4,1.0,0.6666666666666666,7,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0,0.0,,2026,2026
fletcher loyer,7,1,6,2,10,1,24,22,24,0,0,0,Fletcher Loyer,Purdue,G,Sr,7,1,8,0.875,0.8571428571428571,8,0.875,0.8571428571428571,12,0.16666666666666666,0.5,20,0.45,0.7777777777777778,46,0.5217391304347826,1.0,0.9393939393939394,66,0.12121212121212122,0.18181818181818182,0.696969696969697,0.30303030303030304,0,0.0,,2026,2026
flory bidunga,37,13,22,17,18,9,0,1,0,20,1,16,Flory Bidunga,Kansas,C,So,17,12,29,0.5862068965517241,0.35294117647058826,50,0.74,0.5945945945945946,35,0.4857142857142857,0.5294117647058824,85,0.6352941176470588,0.5740740740740741,1,0.0,,0.5740740740740741,86,0.5813953488372093,0.4069767441860465,0.011627906976744186,0.9883720930232558,21,0.2441860465116279,0.9523809523809523,2026,2026
francis chukwudebelu,4,0,3,0,1,0,0,1,0,1,0,1,Francis Chukwudebelu,Santa Clara,C,Fr,3,0,3,1.0,0.6666666666666666,4,1.0,0.75,1,0.0,,5,0.8,0.75,1,0.0,,0.75,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,1,0.16666666666666666,1.0,2026,2026
francis folefac,21,14,13,3,3,0,0,1,0,2,0,2,Francis Folefac,Siena,G,Fr,19,14,33,0.5757575757575758,0.5789473684210527,35,0.6,0.6190476190476191,6,0.5,0.0,41,0.5853658536585366,0.5416666666666666,1,0.0,,0.5416666666666666,42,0.8333333333333334,0.14285714285714285,0.023809523809523808,0.9761904761904762,2,0.047619047619047616,1.0,2026,2026
francis okwuosah,4,7,1,6,10,0,13,14,11,0,0,0,Francis Okwuosah,Western Illinois,G,Sr,4,7,11,0.36363636363636365,0.25,11,0.36363636363636365,0.25,16,0.375,0.0,27,0.37037037037037035,0.1,27,0.48148148148148145,0.8461538461538461,0.5217391304347826,54,0.2037037037037037,0.2962962962962963,0.5,0.5,0,0.0,,2026,2026
franck emmou,7,7,6,6,12,3,10,14,10,0,0,0,Franck Emmou,Texas St.,G,Jr,7,7,14,0.5,0.8571428571428571,14,0.5,0.8571428571428571,18,0.3333333333333333,0.5,32,0.40625,0.6923076923076923,24,0.4166666666666667,1.0,0.8260869565217391,56,0.25,0.32142857142857145,0.42857142857142855,0.5714285714285714,0,0.0,,2026,2026
franck kepnang,9,5,5,5,5,2,0,0,0,5,0,3,Franck Kepnang,Washington,C,Sr,4,5,9,0.4444444444444444,0.5,14,0.6428571428571429,0.5555555555555556,10,0.5,0.4,24,0.5833333333333334,0.5,0,,,0.5,24,0.5833333333333334,0.4166666666666667,0.0,1.0,5,0.20833333333333334,1.0,2026,2026
franck yetna,8,8,5,1,3,0,1,7,1,2,0,2,Franck Yetna,Texas A&M Corpus Chris,G,Sr,6,8,14,0.42857142857142855,0.5,16,0.5,0.625,4,0.25,0.0,20,0.45,0.5555555555555556,8,0.125,1.0,0.6,28,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.7142857142857143,2,0.07142857142857142,1.0,2026,2026
frank mitchell,47,30,27,6,12,3,0,0,0,10,1,7,Frank Mitchell,St. Bonaventure,C,Sr,37,29,66,0.5606060606060606,0.5405405405405406,77,0.6103896103896104,0.574468085106383,18,0.3333333333333333,0.5,95,0.5578947368421052,0.5660377358490566,0,,,0.5660377358490566,95,0.8105263157894737,0.18947368421052632,0.0,1.0,11,0.11578947368421053,0.9090909090909091,2026,2026
frankie collins,14,10,1,2,6,0,2,7,2,1,0,0,Frankie Collins,Vanderbilt,G,Sr,13,10,23,0.5652173913043478,0.07692307692307693,24,0.5833333333333334,0.07142857142857142,8,0.25,0.0,32,0.5,0.0625,9,0.2222222222222222,1.0,0.16666666666666666,41,0.5853658536585366,0.1951219512195122,0.21951219512195122,0.7804878048780488,1,0.024390243902439025,1.0,2026,2026
fred payne,12,10,3,7,10,1,16,32,12,0,0,0,Fred Payne,Boston College,G,So,12,10,22,0.5454545454545454,0.25,22,0.5454545454545454,0.25,17,0.4117647058823529,0.14285714285714285,39,0.48717948717948717,0.21052631578947367,48,0.3333333333333333,0.75,0.45714285714285713,87,0.25287356321839083,0.19540229885057472,0.5517241379310345,0.4482758620689655,0,0.0,,2026,2026
freddie dilione v,9,13,6,15,13,2,10,16,7,1,0,1,Freddie Dilione V,Penn St.,G,Jr,8,13,21,0.38095238095238093,0.625,22,0.4090909090909091,0.6666666666666666,28,0.5357142857142857,0.13333333333333333,50,0.48,0.3333333333333333,26,0.38461538461538464,0.7,0.4411764705882353,76,0.2894736842105263,0.3684210526315789,0.34210526315789475,0.6578947368421053,1,0.013157894736842105,1.0,2026,2026
fredrick king,27,8,13,3,1,2,0,2,0,6,1,5,Fredrick King,Murray St.,C,Sr,21,7,28,0.75,0.38095238095238093,35,0.7714285714285715,0.48148148148148145,4,0.75,0.6666666666666666,39,0.7692307692307693,0.5,2,0.0,,0.5,41,0.8536585365853658,0.0975609756097561,0.04878048780487805,0.9512195121951219,7,0.17073170731707318,0.8571428571428571,2026,2026
gabe cupps,2,1,0,0,0,0,2,7,2,0,0,0,Gabe Cupps,Ohio St.,G,So,2,1,3,0.6666666666666666,0.0,3,0.6666666666666666,0.0,0,,,3,0.6666666666666666,0.0,9,0.2222222222222222,1.0,0.5,12,0.25,0.0,0.75,0.25,0,0.0,,2026,2026
gabe dynes,9,0,9,0,1,0,0,0,0,8,0,8,Gabe Dynes,USC,C,Jr,1,0,1,1.0,1.0,9,1.0,1.0,1,0.0,,10,0.9,1.0,0,,,1.0,10,0.9,0.1,0.0,1.0,8,0.8,1.0,2026,2026
gabe sisk,5,1,3,0,0,0,0,2,0,0,0,0,Gabe Sisk,East Tennessee St.,G,Jr,5,1,6,0.8333333333333334,0.6,6,0.8333333333333334,0.6,0,,,6,0.8333333333333334,0.6,2,0.0,,0.6,8,0.75,0.0,0.25,0.75,0,0.0,,2026,2026
gabe tanner,4,0,2,1,0,0,2,3,2,0,0,0,Gabe Tanner,Florida Gulf Coast,G,Fr,4,0,4,1.0,0.5,4,1.0,0.5,1,1.0,0.0,5,1.0,0.4,5,0.4,1.0,0.5714285714285714,10,0.4,0.1,0.5,0.5,0,0.0,,2026,2026
garrett johnson,10,7,3,3,3,1,15,18,12,0,1,0,Garrett Johnson,George Washington,F,Jr,10,6,16,0.625,0.3,17,0.5882352941176471,0.3,6,0.5,0.3333333333333333,23,0.5652173913043478,0.3076923076923077,33,0.45454545454545453,0.8,0.5714285714285714,56,0.30357142857142855,0.10714285714285714,0.5892857142857143,0.4107142857142857,1,0.017857142857142856,0.0,2026,2026
garry clark,19,4,9,3,7,3,0,0,0,1,0,1,Garry Clark,Utah St.,C,Sr,18,4,22,0.8181818181818182,0.4444444444444444,23,0.8260869565217391,0.47368421052631576,10,0.3,1.0,33,0.6666666666666666,0.5454545454545454,0,,,0.5454545454545454,33,0.696969696969697,0.30303030303030304,0.0,1.0,1,0.030303030303030304,1.0,2026,2026
garwey dual,9,6,0,7,8,2,1,7,1,1,0,0,Garwey Dual,McNeese St.,G,Jr,8,6,14,0.5714285714285714,0.0,15,0.6,0.0,15,0.4666666666666667,0.2857142857142857,30,0.5333333333333333,0.125,8,0.125,1.0,0.17647058823529413,38,0.39473684210526316,0.39473684210526316,0.21052631578947367,0.7894736842105263,1,0.02631578947368421,1.0,2026,2026
gasper kocevar,10,8,6,0,2,0,1,1,1,1,1,1,Gasper Kocevar,Fresno St.,F,Fr,9,7,16,0.5625,0.5555555555555556,18,0.5555555555555556,0.6,2,0.0,,20,0.5,0.6,2,0.5,1.0,0.6363636363636364,22,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.9090909090909091,2,0.09090909090909091,0.5,2026,2026
gavin doty,13,9,5,17,22,1,5,14,5,0,0,0,Gavin Doty,Siena,G,So,13,9,22,0.5909090909090909,0.38461538461538464,22,0.5909090909090909,0.38461538461538464,39,0.4358974358974359,0.058823529411764705,61,0.4918032786885246,0.2,19,0.2631578947368421,1.0,0.3142857142857143,80,0.275,0.4875,0.2375,0.7625,0,0.0,,2026,2026
gavin griffiths,10,1,3,2,7,1,14,27,12,4,1,2,Gavin Griffiths,Temple,F,Jr,6,0,6,1.0,0.16666666666666666,11,0.9090909090909091,0.3,9,0.2222222222222222,0.5,20,0.6,0.3333333333333333,41,0.34146341463414637,0.8571428571428571,0.6153846153846154,61,0.18032786885245902,0.14754098360655737,0.6721311475409836,0.32786885245901637,5,0.08196721311475409,0.8,2026,2026
gavin sykes,5,1,2,14,13,3,9,20,9,0,0,0,Gavin Sykes,Long Beach St.,G,Fr,5,1,6,0.8333333333333334,0.4,6,0.8333333333333334,0.4,27,0.5185185185185185,0.21428571428571427,33,0.5757575757575758,0.2631578947368421,29,0.3103448275862069,1.0,0.5,62,0.0967741935483871,0.43548387096774194,0.46774193548387094,0.532258064516129,0,0.0,,2026,2026
gavin walsh,15,10,10,1,5,1,3,13,3,2,0,2,Gavin Walsh,UNC Wilmington,F,Jr,13,10,23,0.5652173913043478,0.6153846153846154,25,0.6,0.6666666666666666,6,0.16666666666666666,1.0,31,0.5161290322580645,0.6875,16,0.1875,1.0,0.7368421052631579,47,0.5319148936170213,0.1276595744680851,0.3404255319148936,0.6595744680851063,2,0.0425531914893617,1.0,2026,2026
gediminas alisas,3,3,1,4,2,2,0,0,0,0,0,0,Gediminas Alisas,Stephen F. Austin,F,So,3,3,6,0.5,0.3333333333333333,6,0.5,0.3333333333333333,6,0.6666666666666666,0.5,12,0.5833333333333334,0.42857142857142855,0,,,0.42857142857142855,12,0.5,0.5,0.0,1.0,0,0.0,,2026,2026
gerard o'keefe,7,3,3,7,4,2,9,15,9,0,0,0,Gerard O'Keefe,Columbia,G,So,7,3,10,0.7,0.42857142857142855,10,0.7,0.42857142857142855,11,0.6363636363636364,0.2857142857142857,21,0.6666666666666666,0.35714285714285715,24,0.375,1.0,0.6086956521739131,45,0.2222222222222222,0.24444444444444444,0.5333333333333333,0.4666666666666667,0,0.0,,2026,2026
gianni cobb,13,10,3,1,5,0,2,6,2,0,0,0,Gianni Cobb,Northern Illinois,G,So,13,10,23,0.5652173913043478,0.23076923076923078,23,0.5652173913043478,0.23076923076923078,6,0.16666666666666666,0.0,29,0.4827586206896552,0.21428571428571427,8,0.25,1.0,0.3125,37,0.6216216216216216,0.16216216216216217,0.21621621621621623,0.7837837837837838,0,0.0,,2026,2026
gianni hunt,11,3,1,1,5,0,4,10,4,0,0,0,Gianni Hunt,East Texas A&M,G,Sr,11,3,14,0.7857142857142857,0.09090909090909091,14,0.7857142857142857,0.09090909090909091,6,0.16666666666666666,0.0,20,0.6,0.08333333333333333,14,0.2857142857142857,1.0,0.3125,34,0.4117647058823529,0.17647058823529413,0.4117647058823529,0.5882352941176471,0,0.0,,2026,2026
giovanni emejuru,21,18,11,1,10,1,0,0,0,7,0,4,Giovanni Emejuru,East Carolina,C,Sr,14,18,32,0.4375,0.5,39,0.5384615384615384,0.5238095238095238,11,0.09090909090909091,1.0,50,0.44,0.5454545454545454,0,,,0.5454545454545454,50,0.78,0.22,0.0,1.0,7,0.14,1.0,2026,2026
graham ike,21,19,16,17,15,5,5,11,5,4,1,3,Graham Ike,Gonzaga,F,Sr,17,18,35,0.4857142857142857,0.7647058823529411,40,0.525,0.7619047619047619,32,0.53125,0.29411764705882354,72,0.5277777777777778,0.5526315789473685,16,0.3125,1.0,0.6046511627906976,88,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.8181818181818182,5,0.056818181818181816,0.8,2026,2026
grant asman,10,3,7,1,3,1,18,19,18,2,0,1,Grant Asman,Lipscomb,F,Sr,8,3,11,0.7272727272727273,0.75,13,0.7692307692307693,0.7,4,0.25,1.0,17,0.6470588235294118,0.7272727272727273,37,0.4864864864864865,1.0,0.896551724137931,54,0.24074074074074073,0.07407407407407407,0.6851851851851852,0.3148148148148148,2,0.037037037037037035,1.0,2026,2026
grant newell,6,7,3,5,4,2,4,12,4,2,2,1,Grant Newell,Western Kentucky,F,Sr,4,5,9,0.4444444444444444,0.5,13,0.46153846153846156,0.5,9,0.5555555555555556,0.4,22,0.5,0.45454545454545453,16,0.25,1.0,0.6,38,0.34210526315789475,0.23684210526315788,0.42105263157894735,0.5789473684210527,4,0.10526315789473684,0.5,2026,2026
grant polk,2,1,0,0,0,0,10,9,9,0,0,0,Grant Polk,South Carolina,G,Fr,2,1,3,0.6666666666666666,0.0,3,0.6666666666666666,0.0,0,,,3,0.6666666666666666,0.0,19,0.5263157894736842,0.9,0.75,22,0.13636363636363635,0.0,0.8636363636363636,0.13636363636363635,0,0.0,,2026,2026
grant randall,14,3,10,0,3,0,8,10,8,7,0,6,Grant Randall,Quinnipiac,F,So,7,3,10,0.7,0.5714285714285714,17,0.8235294117647058,0.7142857142857143,3,0.0,,20,0.7,0.7142857142857143,18,0.4444444444444444,1.0,0.8181818181818182,38,0.4473684210526316,0.07894736842105263,0.47368421052631576,0.5263157894736842,7,0.18421052631578946,1.0,2026,2026
greedy williams,9,3,1,2,7,0,4,6,3,0,0,0,Greedy Williams,UNC Wilmington,G,Sr,9,3,12,0.75,0.1111111111111111,12,0.75,0.1111111111111111,9,0.2222222222222222,0.0,21,0.5238095238095238,0.09090909090909091,10,0.4,0.75,0.26666666666666666,31,0.3870967741935484,0.2903225806451613,0.3225806451612903,0.6774193548387096,0,0.0,,2026,2026
greg gordon,26,16,11,7,14,0,2,6,2,12,0,7,Greg Gordon,LIU,G,Sr,14,16,30,0.4666666666666667,0.2857142857142857,42,0.6190476190476191,0.4230769230769231,21,0.3333333333333333,0.0,63,0.5238095238095238,0.3333333333333333,8,0.25,1.0,0.37142857142857144,71,0.5915492957746479,0.29577464788732394,0.11267605633802817,0.8873239436619719,12,0.16901408450704225,1.0,2026,2026
greyson uelmen,24,11,2,4,9,1,5,11,5,0,0,0,Greyson Uelmen,North Dakota,G,Fr,24,11,35,0.6857142857142857,0.08333333333333333,35,0.6857142857142857,0.08333333333333333,13,0.3076923076923077,0.25,48,0.5833333333333334,0.10714285714285714,16,0.3125,1.0,0.24242424242424243,64,0.546875,0.203125,0.25,0.75,0,0.0,,2026,2026
griffen goodbary,3,2,2,0,0,0,1,2,1,1,0,1,Griffen Goodbary,Drake,F,Fr,2,2,4,0.5,0.5,5,0.6,0.6666666666666666,0,,,5,0.6,0.6666666666666666,3,0.3333333333333333,1.0,0.75,8,0.625,0.0,0.375,0.625,1,0.125,1.0,2026,2026
guillermo del pino,1,1,0,2,2,1,4,3,3,0,0,0,Guillermo Del Pino,Maryland,G,Fr,1,1,2,0.5,0.0,2,0.5,0.0,4,0.5,0.5,6,0.5,0.3333333333333333,7,0.5714285714285714,0.75,0.5714285714285714,13,0.15384615384615385,0.3076923076923077,0.5384615384615384,0.46153846153846156,0,0.0,,2026,2026
guillermo diaz graham,6,2,3,1,1,0,5,9,5,1,0,1,Guillermo Diaz Graham,San Francisco,F,Sr,5,2,7,0.7142857142857143,0.4,8,0.75,0.5,2,0.5,0.0,10,0.7,0.42857142857142855,14,0.35714285714285715,1.0,0.6666666666666666,24,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.4166666666666667,1,0.041666666666666664,1.0,2026,2026
