PLAYER_ID,PLAYER_NAME,SEASON,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,BENCH_PRESS,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,MODIFIED_LANE_AGILITY_TIME
203117,Doron Lamb,2012,SG-PG,75.25,6' 3.25'',76.75,6' 4.75'',199.4,78.75,6' 6.75'',98.5,8' 2.5'',6.7,8.5,8.75,2,29.0,33.5,11.12,3.41,
203086,Meyers Leonard,2012,C,83.75,6' 11.75'',85.25,7' 1.25'',249.8,87.0,7' 3'',108.0,9' 0'',5.7,9.25,11.0,19,30.0,32.5,11.34,3.41,
203081,Damian Lillard,2012,PG,73.75,6' 1.75'',74.75,6' 2.75'',188.8,79.75,6' 7.75'',95.5,7' 11.5'',5.9,8.75,9.75,13,34.5,39.5,11.15,3.34,
203159,Scott Machado,2012,PG,73.0,6' 1'',74.0,6' 2'',205.8,76.0,6' 4'',94.5,7' 10.5'',5.8,8.5,9.5,17,27.0,32.5,11.26,3.3,
203088,Kendall Marshall,2012,PG,75.25,6' 3.25'',76.25,6' 4.25'',198.4,77.5,6' 5.5'',96.0,8' 0'',7.8,8.5,9.0,,31.0,37.0,12.03,3.23,
203097,Fab Melo,2012,C,82.75,6' 10.75'',84.0,7' 0'',255,86.5,7' 2.5'',110.0,9' 2'',9.2,9.0,10.0,9,29.5,31.0,12.14,3.44,
203114,Khris Middleton,2012,SF,78.75,6' 6.75'',80.25,6' 8.25'',216.2,82.75,6' 10.75'',103.0,8' 7'',7.8,9.0,9.0,4,28.0,31.0,11.45,3.47,
203113,Quincy Miller,2012,SF,80.75,6' 8.75'',82.0,6' 10'',218.7,85.25,7' 1.25'',105.0,8' 9'',7.8,9.25,10.25,8,30.5,36.0,11.05,3.48,
203121,Darius Miller,2012,SF-SG,78.0,6' 6'',79.5,6' 7.5'',233.4,81.0,6' 9'',101.0,8' 5'',7.5,8.5,8.75,14,33.0,37.0,11.34,3.31,
203183,Tony Mitchell,2012,SG,77.25,6' 5.25'',78.25,6' 6.25'',216.4,82.0,6' 10'',100.0,8' 4'',5.7,8.5,10.0,14,31.5,40.0,11.72,3.47,
203102,Arnett Moultrie,2012,PF,81.5,6' 9.5'',82.75,6' 10.75'',232.8,86.25,7' 2.25'',106.5,8' 10.5'',7.7,9.25,9.25,10,33.5,37.5,11.32,3.22,
203122,Kevin Murphy,2012,SG,77.0,6' 5'',78.25,6' 6.25'',194,78.75,6' 6.75'',99.0,8' 3'',5.8,8.5,8.5,11,31.0,36.5,10.97,3.42,
203094,Andrew Nicholson,2012,PF,80.5,6' 8.5'',81.5,6' 9.5'',234,88.0,7' 4'',107.0,8' 11'',7.6,10.0,10.75,10,28.5,30.5,11.89,3.67,
203124,Kyle O'Quinn,2012,PF,80.5,6' 8.5'',82.0,6' 10'',240.8,88.75,7' 4.75'',106.5,8' 10.5'',8.0,9.5,10.0,,31.5,31.5,11.65,3.53,
203101,Miles Plumlee,2012,PF-C,82.5,6' 10.5'',83.75,6' 11.75'',252.4,84.75,7' 0.75'',105.5,8' 9.5'',11.4,9.25,9.0,15,34.0,40.5,10.64,3.36,
203085,Austin Rivers,2012,SG-PG,75.5,6' 3.5'',77.0,6' 5'',202.8,79.25,6' 7.25'',96.5,8' 0.5'',6.2,8.5,10.0,1,32.5,37.5,11.54,3.32,
203080,Thomas Robinson,2012,PF,79.75,6' 7.75'',80.75,6' 8.75'',244.2,87.25,7' 3.25'',106.0,8' 10'',5.0,9.75,10.5,15,28.5,35.5,11.96,3.17,
203082,Terrence Ross,2012,SG-SF,78.0,6' 6'',79.0,6' 7'',196.6,79.25,6' 7.25'',100.5,8' 4.5'',3.2,8.75,10.25,2,31.0,37.5,11.78,3.28,
203107,Tomas Satoransky,2012,PG-SG,78.5,6' 6.5'',79.5,6' 7.5'',200.6,79.25,6' 7.25'',100.0,8' 4'',5.2,8.5,9.5,,,,,,
203118,Mike Scott,2012,PF,79.25,6' 7.25'',80.75,6' 8.75'',240.8,82.75,6' 10.75'',104.0,8' 8'',10.6,8.5,9.0,14,27.0,32.5,11.59,3.44,
203156,Henry Sims,2012,C-PF,82.0,6' 10'',83.75,6' 11.75'',241.2,88.0,7' 4'',108.0,9' 0'',7.7,9.25,10.0,7,26.5,29.5,12.33,3.44,
203096,Jared Sullinger,2012,PF,79.75,6' 7.75'',81.0,6' 9'',268.2,85.25,7' 1.25'',105.5,8' 9.5'',10.7,9.25,9.75,9,29.5,31.0,12.77,3.81,
12507,Jordan Taylor,2012,PG,73.0,6' 1'',74.0,6' 2'',192.8,75.0,6' 3'',92.5,7' 8.5'',5.5,8.25,9.5,14,33.0,36.5,10.57,3.19,
203106,Jeff Taylor,2012,SF-SG,78.0,6' 6'',79.25,6' 7.25'',212.8,78.25,6' 6.25'',101.5,8' 5.5'',4.2,8.25,9.75,15,33.5,40.0,10.87,3.29,
203116,Tyshawn Taylor,2012,PG,74.75,6' 2.75'',76.0,6' 4'',177,78.25,6' 6.25'',97.5,8' 1.5'',4.2,8.75,8.75,0,32.0,36.5,11.48,3.2,
203104,Marquis Teague,2012,PG,73.0,6' 1'',74.0,6' 2'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',6.3,8.25,7.75,8,32.5,40.5,10.65,3.19,
203138,Hollis Thompson,2012,SF,78.75,6' 6.75'',80.0,6' 8'',206,81.5,6' 9.5'',102.5,8' 6.5'',6.0,8.25,9.75,6,28.5,36.5,11.72,3.38,
203079,Dion Waiters,2012,SG,74.5,6' 2.5'',76.0,6' 4'',221,79.25,6' 7.25'',98.0,8' 2'',8.5,8.5,9.5,,,,,,
203091,Royce White,2012,PF,79.0,6' 7'',80.0,6' 8'',260.6,84.0,7' 0'',104.5,8' 8.5'',10.6,9.5,11.5,,,,,,
203100,Tony Wroten,2012,PG,76.75,6' 4.75'',78.0,6' 6'',203.2,81.0,6' 9'',101.0,8' 5'',5.2,8.0,9.0,0,30.0,35.5,10.75,3.24,
203092,Tyler Zeller,2012,PF-C,83.25,6' 11.25'',84.5,7' 0.5'',247.4,84.0,7' 0'',104.5,8' 8.5'',6.4,9.0,9.75,16,30.0,34.0,11.13,3.4,
203500,Steven Adams,2013,C,82.75,6' 10.75'',84.0,7' 0'',254.5,88.5,7' 4.5'',109.5,9' 1.5'',6.65,9.5,11.0,16,28.5,33.0,11.85,3.4,3.02
203505,Vander Blue,2013,SG,75.5,6' 3.5'',77.25,6' 5.25'',197.4,78.0,6' 6'',100.5,8' 4.5'',4.6,8.5,9.5,4,28.0,37.5,10.4,3.14,2.7
203485,Lorenzo Brown,2013,PG,76.0,6' 4'',77.25,6' 5.25'',189.2,79.0,6' 7'',100.0,8' 4'',3.95,8.25,8.5,8,28.0,34.0,11.78,3.4,3.24
203493,Reggie Bullock,2013,SG-SF,77.75,6' 5.75'',79.0,6' 7'',199.8,80.75,6' 8.75'',102.0,8' 6'',6.95,8.5,9.0,11,31.0,36.5,11.33,3.31,3.3
203504,Trey Burke,2013,PG,71.75,5' 11.75'',73.25,6' 1.25'',187,77.5,6' 5.5'',97.5,8' 1.5'',6.9,8.25,8.75,3,29.5,36.5,11.2,3.16,3.01
203484,Kentavious Caldwell-Pope,2013,SG,76.5,6' 4.5'',77.5,6' 5.5'',203.6,80.0,6' 8'',100.5,8' 4.5'',6.45,8.5,9.0,7,29.0,34.5,10.6,3.12,3.2
203477,Isaiah Canaan,2013,PG,71.0,5' 11'',72.0,6' 0'',188.4,76.5,6' 4.5'',94.5,7' 10.5'',5.9,8.25,9.5,16,33.0,40.5,10.98,3.22,2.89
203478,Jackie Carmichael,2013,PF,79.5,6' 7.5'',81.0,6' 9'',241.2,85.5,7' 1.5'',107.0,8' 11'',5.8,9.0,10.25,13,30.0,32.0,11.83,3.35,3.07
203487,Michael Carter-Williams,2013,PG,76.75,6' 4.75'',77.75,6' 5.75'',184.4,79.25,6' 7.25'',101.0,8' 5'',4.4,7.5,8.5,8,31.5,41.0,10.68,3.22,3.7
12524,Will Clyburn,2013,SF-SG,77.75,6' 5.75'',79.0,6' 7'',210.4,84.25,7' 0.25'',105.0,8' 9'',6.85,9.25,10.25,3,28.0,34.5,11.68,3.38,3.12
203496,Robert Covington,2013,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',208.6,85.75,7' 1.75'',106.0,8' 10'',4.7,9.0,8.5,9,29.5,36.0,11.69,3.34,3.1
203459,Allen Crabbe,2013,SG,77.25,6' 5.25'',78.25,6' 6.25'',197.4,83.25,6' 11.25'',103.5,8' 7.5'',4.65,8.25,8.5,10,30.5,36.0,10.67,3.32,3.1
203552,Seth Curry,2013,SG,73.0,6' 1'',75.0,6' 3'',179.2,76.0,6' 4'',97.5,8' 1.5'',9.6,8.0,8.25,,,,,,
203561,Brandon Davies,2013,PF,80.5,6' 8.5'',82.25,6' 10.25'',241.8,85.5,7' 1.5'',108.5,9' 0.5'',8.6,9.0,11.0,7,26.0,31.5,11.22,3.5,3.14
203473,Dewayne Dedmon,2013,C,82.0,6' 10'',83.5,6' 11.5'',238.8,88.0,7' 4'',109.0,9' 1'',8.35,9.0,11.0,8,28.0,32.5,12.75,3.4,3.26
203476,Gorgui Dieng,2013,C,81.75,6' 9.75'',82.75,6' 10.75'',229.6,87.5,7' 3.5'',111.5,9' 3.5'',5.35,9.0,10.0,,,,,,
203516,James Ennis,2013,SF,77.75,6' 5.75'',79.0,6' 7'',200.8,83.5,6' 11.5'',104.5,8' 8.5'',4.5,8.5,8.75,7,29.5,36.5,11.55,3.4,3.06
203467,Carrick Felix,2013,SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',202.6,81.25,6' 9.25'',103.5,8' 7.5'',3.3,8.5,9.5,15,32.0,38.5,11.16,3.25,3.09
203479,Jamaal Franklin,2013,SG-SF,76.0,6' 4'',77.25,6' 5.25'',190.8,83.25,6' 11.25'',103.5,8' 7.5'',8.25,8.5,8.25,,,,,,
203497,Rudy Gobert,2013,C,84.5,7' 0.5'',86.0,7' 2'',237.6,92.5,7' 8.5'',115.0,9' 7'',4.4,9.75,10.0,7,25.0,29.0,12.85,3.57,3.19
203462,Archie Goodwin,2013,SG,75.75,6' 3.75'',77.25,6' 5.25'',189,81.5,6' 9.5'',102.0,8' 6'',4.55,8.5,9.0,1,30.0,36.0,10.75,3.27,3.41
203475,Erick Green,2013,PG,73.5,6' 1.5'',75.0,6' 3'',178.2,77.75,6' 5.75'',98.0,8' 2'',4.35,8.5,9.0,5,,,,,
203501,Tim Hardaway Jr.,2013,SG,76.5,6' 4.5'',78.25,6' 6.25'',199.4,79.0,6' 7'',101.0,8' 5'',6.05,8.0,9.25,16,31.5,37.5,10.68,3.25,2.93
203524,Solomon Hill,2013,SF,77.5,6' 5.5'',79.0,6' 7'',226,81.0,6' 9'',103.0,8' 7'',7.6,9.0,10.5,14,29.5,37.5,10.77,3.19,2.91
203494,Richard Howell,2013,PF,78.25,6' 6.25'',79.5,6' 7.5'',249.6,82.25,6' 10.25'',105.5,8' 9.5'',8.75,8.75,9.5,,,,,,
203470,Colton Iverson,2013,C,82.5,6' 10.5'',84.0,7' 0'',262.8,86.0,7' 2'',110.0,9' 2'',9.6,9.25,9.5,12,26.5,30.0,11.52,3.52,3.04
203510,Pierre Jackson,2013,PG,69.5,5' 9.5'',70.5,5' 10.5'',176,70.0,5' 10'',90.0,7' 6'',4.5,7.5,8.25,,,,,,
203511,Grant Jerrett,2013,PF,80.75,6' 8.75'',82.25,6' 10.25'',232,86.0,7' 2'',109.0,9' 1'',10.05,8.5,9.25,2,28.5,34.0,11.85,3.51,3.23
203509,Myck Kabongo,2013,PG,73.25,6' 1.25'',74.75,6' 2.75'',180.4,78.25,6' 6.25'',98.0,8' 2'',6.0,8.25,9.0,2,27.5,33.5,10.64,3.44,2.86
203483,Kenny Kadji,2013,PF-C,80.75,6' 8.75'',82.0,6' 10'',241.6,87.0,7' 3'',106.5,8' 10.5'',7.45,9.0,10.25,9,34.0,38.0,11.47,3.44,2.88
203527,Ryan Kelly,2013,PF,81.75,6' 9.75'',83.75,6' 11.75'',228,83.5,6' 11.5'',110.0,9' 2'',14.75,9.0,10.0,,,,,,
203499,Shane Larkin,2013,PG,70.25,5' 10.25'',71.5,5' 11.5'',170.8,70.75,5' 10.75'',89.5,7' 5.5'',3.8,7.5,8.75,12,34.5,44.0,10.64,3.08,3.03
203495,Ricky Ledo,2013,SG,76.75,6' 4.75'',78.0,6' 6'',197.2,79.25,6' 7.25'',102.5,8' 6.5'',10.25,8.5,9.25,4,27.0,33.5,10.72,3.32,3.16
203458,Alex Len,2013,C,,,,,,87.5,7' 3.5'',,,6.4,9.0,10.75,,,,,,
203466,CJ Leslie,2013,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',209.2,86.25,7' 2.25'',104.5,8' 8.5'',7.95,8.75,9.0,,32.5,40.5,10.19,3.1,2.79
203522,Trevor Mbakwe,2013,PF,78.75,6' 6.75'',80.0,6' 8'',235.8,88.0,7' 4'',106.5,8' 10.5'',5.9,9.5,11.5,21,30.0,36.5,12.01,3.32,2.97
203492,Ray McCallum,2013,PG,72.25,6' 0.25'',73.75,6' 1.75'',191.4,75.25,6' 3.25'',96.5,8' 0.5'',7.3,8.0,8.75,5,30.5,40.0,10.82,3.25,3.08
203468,CJ McCollum,2013,PG-SG,74.25,6' 2.25'',75.25,6' 3.25'',197,78.25,6' 6.25'',96.5,8' 0.5'',8.6,8.0,9.5,13,32.0,38.5,11.02,3.32,2.91
203463,Ben McLemore,2013,SG,75.5,6' 3.5'',76.75,6' 4.75'',189.2,79.75,6' 7.75'',100.5,8' 4.5'',5.0,8.75,9.5,6,32.5,42.0,11.87,3.27,3.11
203502,Tony Mitchell,2013,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',236.4,86.5,7' 2.5'',106.5,8' 10.5'',5.55,9.0,10.0,13,33.5,38.0,11.82,3.52,3.25
203498,Shabazz Muhammad,2013,SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',221.8,83.0,6' 11'',104.5,8' 8.5'',9.0,9.0,10.0,10,29.5,37.0,10.99,3.32,2.93
203513,Erik Murphy,2013,PF,80.75,6' 8.75'',81.5,6' 9.5'',239.8,82.5,6' 10.5'',108.0,9' 0'',7.95,8.75,9.75,13,24.5,29.5,12.19,3.57,2.96
203488,Mike Muscala,2013,C-PF,82.25,6' 10.25'',83.5,6' 11.5'',230.2,85.0,7' 1'',108.0,9' 0'',6.8,8.5,9.0,5,28.0,33.5,11.76,3.44,2.99
203457,Nerlens Noel,2013,C,82.0,6' 10'',83.75,6' 11.75'',206.4,87.75,7' 3.75'',110.0,9' 2'',4.15,9.5,10.0,,,,,,
203506,Victor Oladipo,2013,SG,75.25,6' 3.25'',76.25,6' 4.25'',213.2,81.25,6' 9.25'',100.5,8' 4.5'',6.55,8.75,9.25,15,33.0,42.0,10.69,3.25,3.14
203482,Kelly Olynyk,2013,PF-C,82.75,6' 10.75'',84.0,7' 0'',234,81.75,6' 9.75'',108.0,9' 0'',6.65,8.5,10.0,5,24.5,29.5,11.42,3.59,2.99
203464,Brandon Paul,2013,SG,74.75,6' 2.75'',76.0,6' 4'',201,82.25,6' 10.25'',98.0,8' 2'',5.25,8.5,9.5,15,33.5,39.5,11.16,3.37,2.9
203658,Norvel Pelle,2013,PF-C,81.5,6' 9.5'',82.5,6' 10.5'',207.2,86.5,7' 2.5'',109.0,9' 1'',5.15,8.75,9.5,0,31.0,34.5,11.49,3.32,3.2
203486,Mason Plumlee,2013,C-PF,83.25,6' 11.25'',84.5,7' 0.5'',238.2,83.0,6' 11'',108.0,9' 0'',6.15,9.75,9.5,14,30.5,36.0,10.89,3.29,2.76
203490,Otto Porter,2013,SF,79.5,6' 7.5'',80.5,6' 8.5'',197.6,85.5,7' 1.5'',105.5,8' 9.5'',6.65,8.75,9.25,9,27.0,36.0,11.25,3.4,3.06
203515,Phil Pressey,2013,PG,69.5,5' 9.5'',71.5,5' 11.5'',177,74.25,6' 2.25'',92.0,7' 8'',4.7,7.75,9.75,7,33.0,38.5,10.86,3.13,3.02
203318,Glen Rice,2013,SF-SG,76.5,6' 4.5'',77.75,6' 5.75'',210.8,81.25,6' 9.25'',101.5,8' 5.5'',8.45,8.5,9.0,10,33.0,40.5,10.99,3.25,3.08
203460,Andre Roberson,2013,PF-SF,78.25,6' 6.25'',79.0,6' 7'',205.8,83.0,6' 11'',104.5,8' 8.5'',7.05,8.75,9.5,10,30.0,36.5,11.36,3.34,3.02
203471,Dennis Schroder,2013,PG,73.0,6' 1'',74.0,6' 2'',164.8,79.75,6' 7.75'',98.0,8' 2'',4.1,8.75,10.5,1,30.0,34.0,11.09,3.21,2.86
203491,Peyton Siva,2013,PG,71.5,5' 11.5'',73.0,6' 1'',180.6,75.0,6' 3'',93.0,7' 9'',6.05,8.0,9.75,15,33.5,41.5,10.59,3.16,2.93
203503,Tony Snell,2013,SF-SG,78.0,6' 6'',79.25,6' 7.25'',198.2,83.5,6' 11.5'',105.5,8' 9.5'',4.85,9.0,9.5,7,30.0,36.5,11.36,3.25,2.84
203480,James Southerland,2013,SF-PF,79.0,6' 7'',80.0,6' 8'',220.6,85.0,7' 1'',106.0,8' 10'',8.05,8.0,9.5,5,29.0,32.0,10.9,3.38,3.03
203472,Deshaun Thomas,2013,SF,77.0,6' 5'',79.0,6' 7'',219.8,82.0,6' 10'',104.0,8' 8'',9.1,8.0,8.75,5,28.5,32.0,12.94,3.53,3.38
203519,Adonis Thomas,2013,SF,76.75,6' 4.75'',77.75,6' 5.75'',231.8,85.0,7' 1'',99.0,8' 3'',7.5,9.25,9.5,13,34.5,40.5,11.64,3.32,3.11
203481,Jeff Withey,2013,C,82.75,6' 10.75'',84.5,7' 0.5'',221.8,86.0,7' 2'',110.5,9' 2.5'',8.65,9.0,9.75,10,26.5,29.0,12.49,3.47,3.29
203489,Nate Wolters,2013,PG,75.5,6' 3.5'',76.75,6' 4.75'',196.4,75.75,6' 3.75'',98.0,8' 2'',5.5,8.25,8.75,8,,,,,
203523,BJ Young,2013,SG-PG,74.25,6' 2.25'',75.5,6' 3.5'',178.8,80.25,6' 8.25'',99.0,8' 3'',4.7,8.5,9.5,,,,,,
203469,Cody Zeller,2013,C-PF,82.75,6' 10.75'',84.25,7' 0.25'',230,82.75,6' 10.75'',106.0,8' 10'',4.75,8.5,10.5,17,35.5,37.5,10.82,3.15,2.69
203919,Jordan Adams,2014,SG,75.5,6' 3.5'',76.75,6' 4.75'',208.8,82.0,6' 10'',102.0,8' 6'',10.8,8.5,7.5,,24.5,29.5,12.13,3.5,3.05
203937,Kyle Anderson,2014,SF,79.5,6' 7.5'',80.5,6' 8.5'',230.1,86.75,7' 2.75'',107.5,8' 11.5'',13.35,8.25,8.75,,,,,,
203648,Thanasis Antetokounmpo,2014,SF,77.25,6' 5.25'',78.25,6' 6.25'',205.2,84.0,7' 0'',104.5,8' 8.5'',6.05,9.0,9.75,,31.5,39.5,11.39,3.18,3.05
203947,Jordan Bachynski,2014,PF,85.25,7' 1.25'',86.0,7' 2'',254.1,88.0,7' 4'',108.5,9' 0.5'',7.45,9.25,10.0,,29.0,33.0,12.15,3.36,3.03
203946,Cameron Bairstow,2014,PF,80.75,6' 8.75'',81.75,6' 9.75'',252.4,84.75,7' 0.75'',107.0,8' 11'',8.7,8.75,9.0,,31.0,33.5,11.39,3.37,3.09
203920,Khem Birch,2014,PF,79.5,6' 7.5'',81.25,6' 9.25'',208.8,85.0,7' 1'',107.0,8' 11'',6.0,9.0,8.5,,30.5,35.5,11.6,3.26,3.24
203900,Markel Brown,2014,SG,74.5,6' 2.5'',75.5,6' 3.5'',184.4,80.75,6' 8.75'',100.0,8' 4'',4.2,8.25,9.75,,36.5,43.5,12.62,3.18,2.9
203913,Jabari Brown,2014,SG,75.0,6' 3'',76.25,6' 4.25'',201.9,80.25,6' 8.25'',100.0,8' 4'',6.05,9.0,9.25,,28.0,32.0,11.6,3.5,3.26
203938,Alec Brown,2014,PF,84.25,7' 0.25'',85.25,7' 1.25'',231.2,85.5,7' 1.5'',109.0,9' 1'',7.7,9.25,8.75,,27.0,30.0,12.05,3.48,2.91
203907,Deonte Burton,2014,PG,72.0,6' 0'',73.25,6' 1.25'',192.8,79.0,6' 7'',97.5,8' 1.5'',7.65,8.25,8.0,,29.0,39.5,11.28,3.28,3.08
203902,Semaj Christon,2014,PG,73.5,6' 1.5'',75.25,6' 3.25'',186,78.5,6' 6.5'',99.0,8' 3'',5.25,8.5,8.25,,30.5,36.5,11.55,3.32,3.21
203903,Jordan Clarkson,2014,PG,75.25,6' 3.25'',77.0,6' 5'',186.3,80.0,6' 8'',98.0,8' 2'',4.3,8.25,9.0,,33.0,38.5,10.76,3.28,2.98
203905,Aaron Craft,2014,PG,72.75,6' 0.75'',73.75,6' 1.75'',191.6,74.0,6' 2'',94.5,7' 10.5'',6.1,7.75,8.5,,29.0,32.0,10.78,3.26,2.9
203908,DeAndre Daniels,2014,SF,79.25,6' 7.25'',80.5,6' 8.5'',196,86.0,7' 2'',106.5,8' 10.5'',3.85,9.25,10.5,,26.5,32.0,11.46,3.44,3.04
203915,Spencer Dinwiddie,2014,PG,76.5,6' 4.5'',78.0,6' 6'',204.9,80.25,6' 8.25'',103.0,8' 7'',5.35,8.25,9.0,,,,,,
203921,Cleanthony Early,2014,SF,78.0,6' 6'',79.25,6' 7.25'',209.4,82.75,6' 10.75'',101.5,8' 5.5'',4.45,8.5,9.0,,34.0,40.0,11.15,3.18,2.96
203929,Melvin Ejim,2014,SF,77.25,6' 5.25'',79.0,6' 7'',218.5,83.25,6' 11.25'',103.5,8' 7.5'',6.45,8.75,9.25,,29.5,35.0,11.55,3.14,3.12
203898,Tyler Ennis,2014,PG,73.0,6' 1'',74.5,6' 2.5'',181.5,79.25,6' 7.25'',98.0,8' 2'',6.2,8.25,8.75,,29.0,36.0,11.12,3.3,2.84
203957,Dante Exum,2014,SG,76.5,6' 4.5'',78.0,6' 6'',196.3,81.5,6' 9.5'',103.0,8' 7'',6.4,8.5,9.5,,31.5,34.5,10.75,3.19,2.88
203927,C.J. Fair,2014,SF,78.5,6' 6.5'',80.0,6' 8'',218.1,81.5,6' 9.5'',104.0,8' 8'',5.05,9.0,9.0,,27.0,35.0,11.0,3.32,3.06
203932,Aaron Gordon,2014,PF,79.5,6' 7.5'',80.75,6' 8.75'',220.1,83.75,6' 11.75'',105.0,8' 9'',5.05,8.75,10.5,,32.5,39.0,10.81,3.27,2.76
203924,Jerami Grant,2014,SF,78.5,6' 6.5'',79.75,6' 7.75'',214,86.75,7' 2.75'',107.0,8' 11'',3.75,9.25,9.25,,,,,,
203798,P.J. Hairston,2014,SG,76.25,6' 4.25'',77.25,6' 5.25'',228.8,81.0,6' 9'',101.0,8' 5'',8.2,8.75,9.75,,32.0,37.0,11.12,3.32,
203914,Gary Harris,2014,SG,74.5,6' 2.5'',76.5,6' 4.5'',204.8,78.75,6' 6.75'',96.0,8' 0'',4.55,8.5,9.5,,,,,,
203925,Joe Harris,2014,SG,76.75,6' 4.75'',78.25,6' 6.25'',215,78.0,6' 6'',100.0,8' 4'',6.2,8.5,9.75,,28.5,33.5,11.11,3.31,2.92
203918,Rodney Hood,2014,SF,79.25,6' 7.25'',80.5,6' 8.5'',208.2,80.5,6' 8.5'',103.0,8' 7'',7.45,8.5,8.5,,29.0,36.0,11.21,3.38,3.14
203928,Cory Jefferson,2014,PF,79.75,6' 7.75'',81.0,6' 9'',218.4,84.5,7' 0.5'',105.0,8' 9'',5.25,8.75,9.75,,33.0,37.5,12.63,3.36,3.39
203910,Nick Johnson,2014,SG,73.5,6' 1.5'',75.0,6' 3'',198,79.25,6' 7.25'',96.5,8' 0.5'',6.05,8.75,9.75,,33.5,41.5,10.8,3.27,2.95
203930,Sean Kilpatrick,2014,SG,74.5,6' 2.5'',76.25,6' 4.25'',218.7,79.0,6' 7'',99.0,8' 3'',9.2,9.0,9.0,,,,,,
203945,Alex Kirk,2014,PF,81.25,6' 9.25'',82.75,6' 10.75'',252,87.5,7' 3.5'',109.5,9' 1.5'',13.6,9.25,10.5,,28.5,31.5,11.2,3.48,3.19
203897,Zach LaVine,2014,PG,76.5,6' 4.5'',77.75,6' 5.75'',180.9,80.25,6' 8.25'',100.0,8' 4'',4.7,8.25,8.75,,33.5,41.5,10.42,3.19,2.8
203906,Devyn Marble,2014,SG,77.0,6' 5'',78.5,6' 6.5'',192.4,81.0,6' 9'',102.0,8' 6'',6.9,8.25,8.5,,29.0,35.0,11.32,3.28,3.08
203949,James McAdoo,2014,PF,79.5,6' 7.5'',80.75,6' 8.75'',227.6,86.25,7' 2.25'',106.5,8' 10.5'',6.15,9.25,9.0,,29.5,34.0,11.61,3.28,2.91
203909,K.J. McDaniels,2014,SF,76.5,6' 4.5'',78.0,6' 6'',195.6,83.25,6' 11.25'',102.0,8' 6'',4.45,8.75,9.75,,33.0,37.0,12.71,3.1,3.2
203926,Doug McDermott,2014,SF,78.25,6' 6.25'',79.75,6' 7.75'',218,81.25,6' 9.25'',103.0,8' 7'',7.1,8.75,9.75,,28.5,36.5,11.1,3.29,3.15
203895,Jordan McRae,2014,SG,75.75,6' 3.75'',77.25,6' 5.25'',179.4,84.5,7' 0.5'',104.0,8' 8'',5.2,8.75,8.5,,27.5,34.5,11.07,3.39,3.15
203894,Shabazz Napier,2014,PG,71.0,5' 11'',73.0,6' 1'',175.2,75.25,6' 3.25'',93.0,7' 9'',7.35,8.25,8.5,,30.5,37.5,11.6,3.2,3.13
203948,Johnny O’Bryant III,2014,PF,79.25,6' 7.25'',80.5,6' 8.5'',256.8,86.25,7' 2.25'',105.0,8' 9'',10.75,9.25,9.5,,31.0,35.5,11.57,3.45,3.32
203934,Lamar Patterson,2014,SG,76.0,6' 4'',77.25,6' 5.25'',226,83.0,6' 11'',101.0,8' 5'',10.75,9.0,9.25,,27.5,32.5,11.63,3.45,3.13
203940,Adreian Payne,2014,PF,81.0,6' 9'',81.75,6' 9.75'',238.5,88.0,7' 4'',109.0,9' 1'',7.55,9.25,9.5,,,,,,
203901,Elfrid Payton,2014,PG,74.5,6' 2.5'',75.75,6' 3.75'',185.4,80.0,6' 8'',98.5,8' 2.5'',5.65,8.75,9.0,,31.5,35.5,11.06,3.23,2.92
203939,Dwight Powell,2014,PF,81.5,6' 9.5'',83.0,6' 11'',234.4,84.5,7' 0.5'',105.0,8' 9'',6.2,9.0,9.25,,28.5,35.0,11.28,3.2,2.88
203944,Julius Randle,2014,PF,79.75,6' 7.75'',81.0,6' 9'',249.7,84.0,7' 0'',105.5,8' 9.5'',9.4,8.75,8.25,,29.0,35.5,11.45,3.27,3.14
203922,Glenn Robinson III,2014,SF,77.5,6' 5.5'',78.75,6' 6.75'',211.4,82.0,6' 10'',100.5,8' 4.5'',5.05,9.0,9.5,,36.5,41.5,11.22,3.15,3.04
203941,LaQuinton Ross,2014,SF,78.5,6' 6.5'',79.5,6' 7.5'',238.7,85.75,7' 1.75'',106.0,8' 10'',16.3,8.75,9.75,,25.0,31.0,11.97,3.44,3.52
203935,Marcus Smart,2014,PG,74.0,6' 2'',75.25,6' 3.25'',227.2,81.25,6' 9.25'',99.0,8' 3'',10.55,9.0,8.75,,33.0,36.0,10.82,3.26,2.96
