PLAYER_ID,PLAYER_NAME,SEASON,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,BENCH_PRESS,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,MODIFIED_LANE_AGILITY_TIME
2124,Malik Allen,2000,PF-C,80.25,6' 8.25'',,,271,86.5,7' 2.5'',109.0,9' 1'',,,,13,25.5,29.0,11.83,3.38,
12019,Harold Arceneaux,2000,SG-SF,76.5,6' 4.5'',,,219,80.5,6' 8.5'',103.0,8' 7'',,,,0,,29.0,13.8,,
12020,Lamont Barnes,2000,PF-C,80.5,6' 8.5'',,,235.5,87.5,7' 3.5'',108.0,9' 0'',,,,10,28.0,29.5,12.3,3.4,
12131,Mario Bland,2000,PF,77.5,6' 5.5'',,,287,84.0,7' 0'',103.0,8' 7'',,,,15,27.0,31.0,13.04,3.47,
2056,Primoz Brezec,2000,C,84.75,7' 0.75'',,,243,86.0,7' 2'',110.0,9' 2'',,,,,26.0,29.5,11.53,3.55,
2081,Ernest Brown,2000,C,82.0,6' 10'',,,222.5,85.25,7' 1.25'',109.5,9' 1.5'',,,,2,,,,,
2049,Speedy Claxton,2000,PG,70.5,5' 10.5'',,,166,72.0,6' 0'',94.5,7' 10.5'',,,,6,36.0,42.5,10.48,3.06,
12132,Eric Coley,2000,SG-SF,76.0,6' 4'',,,205,83.0,6' 11'',102.0,8' 6'',,,,10,35.0,38.0,11.4,3.15,
12133,Ed Cota,2000,PG,72.25,6' 0.25'',,,189,76.0,6' 4'',96.5,8' 0.5'',,,,1,26.5,33.5,10.98,3.24,
12134,Schea Cotton,2000,SF,76.25,6' 4.25'',,,219.5,79.0,6' 7'',100.0,8' 4'',,,,19,34.0,38.0,11.55,3.0,
2037,Jamal Crawford,2000,PG-SG,76.5,6' 4.5'',,,175,82.0,6' 10'',102.5,8' 6.5'',,,,0,,,,,
12017,Caswell Cyrus,2000,PF,79.75,6' 7.75'',,,220.5,86.0,7' 2'',107.5,8' 11.5'',,,,18,33.5,37.5,12.12,3.16,
2064,Khalid El-Amin,2000,PG,69.0,5' 9'',,,200,73.5,6' 1.5'',93.0,7' 9'',,,,6,27.5,32.0,10.59,3.32,
12018,Vassil Evtimov,2000,PF,81.75,6' 9.75'',,,262,82.5,6' 10.5'',106.5,8' 10.5'',,,,13,21.0,28.5,11.75,3.52,
2238,Antonis Fotsis,2000,SF,81.25,6' 9.25'',,,219,80.5,6' 8.5'',106.0,8' 10'',,,,2,27.0,30.0,11.6,3.44,
2109,Eddie Gill,2000,PG,71.75,5' 11.75'',,,176,76.0,6' 4'',93.0,7' 9'',,,,13,35.0,38.5,11.12,3.18,
12135,Ceedric Goodwyn,2000,SF-PF,78.0,6' 6'',,,238,82.0,6' 10'',104.5,8' 8.5'',,,,,,,,,
12136,Marcus Goree,2000,SF-PF,79.5,6' 7.5'',,,239,84.5,7' 0.5'',105.5,8' 9.5'',,,,13,29.5,33.5,12.0,3.25,
12137,A.J. Granger,2000,SF,79.5,6' 7.5'',,,227,81.5,6' 9.5'',103.0,8' 7'',,,,20,30.0,34.0,10.73,3.25,
2062,A.J. Guyton,2000,PG-SG,72.75,6' 0.75'',,,175,75.75,6' 3.75'',97.5,8' 1.5'',,,,9,33.0,37.5,10.55,3.22,
2110,Ron Hale,2000,SG-SF,79.5,6' 7.5'',,,202,83.0,6' 11'',104.5,8' 8.5'',,,,11,29.5,34.5,12.58,3.2,
2078,Jason Hart,2000,PG,73.75,6' 1.75'',,,181,78.0,6' 6'',97.5,8' 1.5'',,,,9,29.5,33.5,11.7,3.34,
2051,Donnell Harvey,2000,PF,79.25,6' 7.25'',,,220,84.5,7' 0.5'',105.5,8' 9.5'',,,,15,33.0,32.5,11.23,,
12138,Johnny Hemsley,2000,SG-SF,74.75,6' 2.75'',,,200,80.0,6' 8'',100.5,8' 4.5'',,,,5,31.5,35.0,11.5,3.19,
12139,Michael Hermon,2000,SG-PG,74.75,6' 2.75'',,,195,78.25,6' 6.25'',98.5,8' 2.5'',,,,0,29.0,33.0,11.79,3.25,
2083,Cory Hightower,2000,SG-SF,77.5,6' 5.5'',,,183,83.0,6' 11'',101.5,8' 5.5'',,,,0,29.5,34.5,11.92,3.37,
12140,Shaheen Holloway,2000,PG,69.5,5' 9.5'',,,174,70.0,5' 10'',91.0,7' 7'',,,,6,,,11.22,3.32,
2067,Eddie House,2000,SG-PG,71.75,5' 11.75'',,,176.5,75.5,6' 3.5'',95.0,7' 11'',,,,5,29.5,38.5,11.12,3.27,
2111,Jimmie Hunter,2000,SG-PG,75.0,6' 3'',,,170,80.0,6' 8'',100.0,8' 4'',,,,0,29.0,36.0,11.23,3.35,
12141,Jacob Jaacks,2000,PF,81.25,6' 9.25'',,,238,83.0,6' 11'',105.5,8' 9.5'',,,,3,26.0,32.0,11.48,3.58,
2060,Marko Jaric,2000,SG-SF,78.5,6' 6.5'',,,210,81.0,6' 9'',104.0,8' 8'',,,,,27.5,33.0,11.32,3.28,
12142,Nate Johnson,2000,SF,78.5,6' 6.5'',,,211.5,80.5,6' 8.5'',104.0,8' 8'',,,,13,27.0,33.5,11.9,3.33,
12143,Kenyon Jones,2000,PF-C,81.0,6' 9'',,,282,85.0,7' 1'',108.0,9' 0'',,,,20,28.5,30.0,12.44,3.6,
2077,Mark Karcher,2000,SG,76.0,6' 4'',,,218,80.0,6' 8'',102.5,8' 6.5'',,,,12,27.5,30.5,11.51,3.4,
12144,Brandon Kurtz,2000,PF-C,81.5,6' 9.5'',,,257,83.25,6' 11.25'',106.5,8' 10.5'',,,,7,,,,,
2061,Dan Langhi,2000,SF,81.0,6' 9'',,,197.5,80.0,6' 8'',104.0,8' 8'',,,,12,31.0,34.5,10.85,3.24,
2090,Justin Love,2000,PG-SG,73.5,6' 1.5'',,,205.5,76.5,6' 4.5'',97.5,8' 1.5'',,,,24,31.0,38.5,10.99,3.31,
2058,Mark Madsen,2000,PF,80.0,6' 8'',,,236.5,84.5,7' 0.5'',104.5,8' 8.5'',,,,13,30.5,33.5,12.12,3.46,
2082,Dan McClintock,2000,C-PF,83.0,6' 11'',,,250,85.5,7' 1.5'',107.0,8' 11'',,,,20,33.0,35.0,11.52,3.33,
2087,Pete Mickeal,2000,SG-SF,77.0,6' 5'',,,222,81.5,6' 9.5'',103.5,8' 7.5'',,,,8,28.0,34.5,10.83,3.06,
12145,Brian Montonati,2000,PF,80.75,6' 8.75'',,,215,82.5,6' 10.5'',106.0,8' 10'',,,,5,25.0,29.0,11.85,3.53,
2508,Gabe Muoneke,2000,PF-SF,78.25,6' 6.25'',,,244,84.5,7' 0.5'',105.0,8' 9'',,,,22,30.5,34.0,11.0,3.4,
12146,Ndongo N'diaye,2000,C,83.5,6' 11.5'',,,208,87.5,7' 3.5'',112.5,9' 4.5'',,,,4,24.5,27.5,13.16,3.69,
2059,Eduardo Najera,2000,PF-SF,78.5,6' 6.5'',,,234.5,83.5,6' 11.5'',104.5,8' 8.5'',,,,15,28.0,35.0,11.38,3.45,
12147,Matthew Nielsen,2000,PF,81.0,6' 9'',,,223,82.5,6' 10.5'',106.0,8' 10'',,,,3,26.0,29.0,11.28,3.35,
2084,Chris Porter,2000,SF-PF,77.5,6' 5.5'',,,214,81.5,6' 9.5'',103.5,8' 7.5'',,,,6,28.5,35.0,10.93,3.2,
2068,Lavor Postell,2000,SG,76.5,6' 4.5'',,,205,80.5,6' 8.5'',101.5,8' 5.5'',,,,17,33.5,36.5,11.79,3.3,
2080,Igor Rakocevic,2000,PG,74.5,6' 2.5'',,,184,77.25,6' 5.25'',100.0,8' 4'',,,,9,27.5,34.0,10.4,3.1,
12148,Reed Rawlings,2000,SG-SF,78.25,6' 6.25'',,,218,81.25,6' 9.25'',104.0,8' 8'',,,,13,28.5,33.5,11.1,3.27,
2072,Michael Redd,2000,SG-SF,76.75,6' 4.75'',,,214,81.0,6' 9'',102.0,8' 6'',,,,12,27.0,31.0,12.06,3.34,
12149,Damon Reed,2000,PF-C,80.5,6' 8.5'',,,228,81.5,6' 9.5'',104.5,8' 8.5'',,,,4,27.5,31.5,11.21,3.31,
12021,Aubrey Reese,2000,PG,70.75,5' 10.75'',,,189,77.5,6' 5.5'',94.5,7' 10.5'',,,,14,31.5,37.5,11.13,3.25,
2121,Terrance Roberson,2000,SF,77.5,6' 5.5'',,,209,80.0,6' 8'',103.5,8' 7.5'',,,,11,29.0,32.5,11.66,,
12022,Julius Doc Robinson,2000,PG,72.0,6' 0'',,,184,75.75,6' 3.75'',95.5,7' 11.5'',,,,0,30.0,37.5,12.54,3.41,
12023,Pepe Sanchez,2000,PG,75.0,6' 3'',,,194,75.5,6' 3.5'',96.0,8' 0'',,,,8,26.0,31.0,11.62,3.44,
12024,Matt Santangelo,2000,PG,72.0,6' 0'',,,177,75.0,6' 3'',94.0,7' 10'',,,,12,33.5,43.0,10.66,3.06,
2637,Alex Scales,2000,SG-PG,74.25,6' 2.25'',,,184.5,81.0,6' 9'',97.5,8' 1.5'',,,,10,38.5,42.5,10.98,3.21,
12025,Karim Shabazz,2000,C,83.5,6' 11.5'',,,224,87.0,7' 3'',111.5,9' 3.5'',,,,2,24.5,28.0,12.72,3.36,
12026,Nick Sheppard,2000,PF-C,81.5,6' 9.5'',,,273,83.0,6' 11'',107.5,8' 11.5'',,,,18,23.5,25.5,12.14,3.52,
2065,Mike Smith,2000,SF,78.5,6' 6.5'',,,198,80.5,6' 8.5'',103.0,8' 7'',,,,12,33.0,21.0,11.32,3.22,
2074,Jabari Smith,2000,PF-C,81.75,6' 9.75'',,,240.5,86.5,7' 2.5'',109.5,9' 1.5'',,,,15,24.5,30.0,12.45,3.43,
12027,Jarrett Stephens,2000,PF,77.25,6' 5.25'',,,258,81.25,6' 9.25'',103.0,8' 7'',,,,13,27.0,29.0,11.98,3.46,
12028,Bootsy Thornton,2000,SG,75.5,6' 3.5'',,,194.5,78.5,6' 6.5'',101.5,8' 5.5'',,,,7,26.5,31.0,12.08,3.33,
12029,Jaquay Walls,2000,PG,73.25,6' 1.25'',,,165.5,74.5,6' 2.5'',96.5,8' 0.5'',,,,0,28.5,35.5,10.75,3.23,
12030,Jameel Watkins,2000,PF-C,81.5,6' 9.5'',,,244.5,90.0,7' 6'',110.0,9' 2'',,,,11,28.0,30.5,12.38,3.45,
12033,Adam Allenspach,2001,C,83.5,6' 11.5'',,,259,84.5,7' 0.5'',107.0,8' 11'',12.4,,,16,28.5,31.0,11.9,3.4,
2240,Gilbert Arenas,2001,SG,74.25,6' 2.25'',,,199,81.5,6' 9.5'',99.5,8' 3.5'',5.3,,,12,31.5,36.0,,3.25,
2220,Brandon Armstrong,2001,SG,75.5,6' 3.5'',,,188,81.5,6' 9.5'',99.5,8' 3.5'',9.3,,,6,30.0,37.0,10.91,3.2,
2203,Shane Battier,2001,SF-PF,80.25,6' 8.25'',,,229,82.5,6' 10.5'',105.0,8' 9'',9.3,,,12,29.5,33.0,10.95,3.3,
12034,Cookie Belcher,2001,SG-PG,75.0,6' 3'',,,206,80.5,6' 8.5'',99.0,8' 3'',5.3,,,7,35.0,41.5,11.26,2.91,
2294,Charlie Bell,2001,PG,74.5,6' 2.5'',,,200,79.5,6' 7.5'',97.5,8' 1.5'',6.7,,,15,31.5,38.0,10.59,3.12,
2257,Ruben Boumtje-Boumtje,2001,C,83.5,6' 11.5'',,,245,88.0,7' 4'',111.0,9' 3'',6.0,,,6,26.5,31.0,11.84,3.33,
12035,Calvin Bowman,2001,PF,80.75,6' 8.75'',,,214,83.5,6' 11.5'',104.0,8' 8'',8.6,,,7,28.5,34.5,11.96,3.21,
2214,Michael Bradley,2001,PF,81.5,6' 9.5'',,,227,85.5,7' 1.5'',107.0,8' 11'',9.3,,,13,27.0,30.0,11.11,3.35,
2249,Jamison Brewer,2001,PG,74.5,6' 2.5'',,,178,80.75,6' 8.75'',102.5,8' 6.5'',6.7,,,12,26.0,32.5,9.65,3.15,
2198,Kwame Brown,2001,PF-C,82.0,6' 10'',,,243,85.0,7' 1'',108.0,9' 0'',8.9,,,17,30.0,33.0,11.59,3.45,
2245,Damone Brown,2001,SF,80.25,6' 8.25'',,,202,83.75,6' 11.75'',104.5,8' 8.5'',6.7,,,6,32.0,37.0,11.81,3.27,
12031,SirValiant Brown,2001,PG,71.0,5' 11'',,,176,76.0,6' 4'',92.5,7' 8.5'',6.7,,,10,31.0,39.5,11.23,3.0,
12032,Ryan Carroll,2001,SF-SG,76.0,6' 4'',,,202,80.25,6' 8.25'',99.0,8' 3'',8.0,,,14,34.5,39.0,11.0,3.1,
2199,Tyson Chandler,2001,SF-PF,83.5,6' 11.5'',,,224,87.0,7' 3'',110.0,9' 2'',6.7,,,2,31.0,33.5,12.13,3.36,
2251,Eric Chenowith,2001,C,85.0,7' 1'',,,264,88.0,7' 4'',111.0,9' 3'',12.9,,,6,23.5,27.5,12.5,3.59,
2439,Sam Clancy,2001,PF,78.25,6' 6.25'',,,242,86.75,7' 2.75'',107.0,8' 11'',8.0,,,15,31.0,34.0,11.47,3.13,
12036,Gyasi Cline-Heard,2001,PF,78.25,6' 6.25'',,,231,83.5,6' 11.5'',103.0,8' 7'',8.0,,,11,31.5,34.5,11.4,3.23,
2215,Jason Collins,2001,PF-C,82.25,6' 10.25'',,,251,88.5,7' 4.5'',110.0,9' 2'',12.9,,,8,25.5,28.5,12.1,3.54,
2260,Jarron Collins,2001,C-PF,81.25,6' 9.25'',,,252,87.0,7' 3'',104.0,8' 8'',15.2,,,10,23.0,29.0,11.65,3.6,
2241,Omar Cook,2001,PG,71.5,5' 11.5'',,,189,77.5,6' 5.5'',92.0,7' 8'',5.5,,,9,31.0,35.5,10.77,3.2,
2201,Eddy Curry,2001,C,82.5,6' 10.5'',,,301,90.5,7' 6.5'',111.0,9' 3'',16.5,,,16,28.0,31.0,12.25,3.53,
12037,Tate Decker,2001,SF,81.25,6' 9.25'',,,218,83.75,6' 11.75'',107.0,8' 11'',13.6,,,13,25.5,28.5,12.19,3.47,
2205,DeSagana Diop,2001,C,82.0,6' 10'',,,314,90.5,7' 6.5'',113.0,9' 5'',21.0,,,15,21.5,25.5,12.37,3.56,
12038,Robb Dryden,2001,C,85.0,7' 1'',,,241,86.5,7' 2.5'',110.2,9' 2.25'',8.0,,,8,27.0,30.0,12.47,3.46,
2230,Maurice Evans,2001,SG,76.25,6' 4.25'',,,221,80.0,6' 8'',101.0,8' 5'',4.0,,,22,34.5,37.5,10.08,3.12,
12039,Anthony Evans,2001,PF,78.0,6' 6'',,,267,83.5,6' 11.5'',101.5,8' 5.5'',12.9,,,18,31.5,33.0,12.56,3.31,
12150,Benjamin Eze,2001,C-PF,80.75,6' 8.75'',,,232,90.0,7' 6'',109.0,9' 1'',3.9,,,14,29.0,32.0,13.05,3.36,
2386,Kimani Ffriend,2001,C-PF,81.5,6' 9.5'',,,228,82.75,6' 10.75'',108.5,9' 0.5'',11.7,,,9,32.0,33.0,11.46,3.09,
2228,Alton Ford,2001,PF,80.25,6' 8.25'',,,271,82.5,6' 10.5'',102.5,8' 6.5'',8.0,,,21,34.5,36.5,11.7,3.16,
2218,Joseph Forte,2001,SG,75.5,6' 3.5'',,,193,78.5,6' 6.5'',100.5,8' 4.5'',,,,10,26.5,33.0,11.51,3.19,
-1,Blake Schilb,2006,PG-SG,77.25,6' 5.25'',78.25,6' 6.25'',209,80.75,6' 8.75'',102.0,8' 6'',11.3,,,13,28.5,34.5,11.25,3.43,
12151,Jerry Green,2001,PG-SG,73.5,6' 1.5'',,,179,78.25,6' 6.25'',99.0,8' 3'',5.5,,,13,28.5,35.0,11.7,3.17,
12152,Kenny Gregory,2001,SF,75.5,6' 3.5'',,,200,83.25,6' 11.25'',101.0,8' 5'',6.7,,,10,39.5,45.5,11.33,3.1,
2204,Eddie Griffin,2001,PF-SF,81.25,6' 9.25'',,,222,87.0,7' 3'',110.0,9' 2'',4.0,,,3,26.5,33.0,11.77,3.21,
2239,Trenton Hassell,2001,SG-SF,76.25,6' 4.25'',,,205,80.0,6' 8'',99.5,8' 3.5'',5.3,,,12,35.5,37.5,11.57,3.29,
2213,Kirk Haston,2001,PF-SF,80.0,6' 8'',,,242,84.25,7' 0.25'',106.0,8' 10'',10.5,,,11,27.0,31.5,12.25,3.35,
12153,Charles Hathaway,2001,C,80.0,6' 8'',,,274,86.0,7' 2'',107.5,8' 11.5'',,,,,,,,,
2217,Brendan Haywood,2001,C,83.75,6' 11.75'',,,266,90.5,7' 6.5'',113.5,9' 5.5'',12.9,,,17,27.0,28.5,12.87,3.5,
12154,Michael Hicks,2001,SG,76.0,6' 4'',,,197,81.25,6' 9.25'',100.5,8' 4.5'',7.3,,,13,33.0,40.5,11.38,3.19,
2212,Steven Hunter,2001,C-PF,82.25,6' 10.25'',,,224,88.0,7' 4'',108.0,9' 0'',5.3,,,11,30.5,38.5,11.99,3.15,
12155,Andre Hutson,2001,PF,80.25,6' 8.25'',,,244,83.75,6' 11.75'',105.5,8' 9.5'',11.7,,,17,29.0,32.5,11.25,3.3,
12156,Nate James,2001,SF,76.75,6' 4.75'',,,196,82.75,6' 10.75'',103.0,8' 7'',6.0,,,23,26.0,31.0,11.42,3.31,
2210,Richard Jefferson,2001,SF,79.25,6' 7.25'',,,223,84.0,7' 0'',103.0,8' 7'',6.7,,,14,33.0,38.5,11.19,3.15,
2798,Horace Jenkins,2001,PG,71.75,5' 11.75'',,,171,77.25,6' 5.25'',97.0,8' 1'',6.0,,,2,34.5,41.0,10.97,3.1,
12157,Darrell Johns,2001,C,83.25,6' 11.25'',,,278,89.0,7' 5'',111.5,9' 3.5'',19.1,,,18,23.5,30.0,12.41,3.59,
2207,Joe Johnson,2001,SF-SG,78.75,6' 6.75'',,,226,81.0,6' 9'',105.0,8' 9'',6.7,,,12,32.5,36.5,12.05,3.4,
2256,Ken Johnson,2001,C,82.75,6' 10.75'',,,227,88.0,7' 4'',109.5,9' 1.5'',9.9,,,13,32.5,35.0,11.27,3.12,
12158,Darren Kelly,2001,SG-PG,74.0,6' 2'',,,178,78.75,6' 6.75'',100.0,8' 4'',6.7,,,1,30.5,34.5,11.38,3.21,
2253,Sean Lampley,2001,SF,77.5,6' 5.5'',,,213,81.25,6' 9.25'',101.0,8' 5'',8.0,,,12,36.0,40.0,11.06,3.12,
12159,Zach Marbury,2001,PG-SG,73.25,6' 1.25'',,,183,75.5,6' 3.5'',96.5,8' 0.5'',6.7,,,0,33.0,36.5,11.53,3.1,
12160,Mike Mardesich,2001,C-PF,82.25,6' 10.25'',,,247,84.5,7' 0.5'',108.5,9' 0.5'',13.6,,,8,24.0,30.0,11.65,3.45,
12161,DeMarcus Minor,2001,SG,75.25,6' 3.25'',,,207,80.25,6' 8.25'',99.5,8' 3.5'',6.7,,,9,29.0,41.0,10.57,3.15,
200081,Jamario Moon,2001,SF,78.5,6' 6.5'',,,185,83.5,6' 11.5'',103.0,8' 7'',5.3,,,0,33.0,43.0,11.64,3.08,
2211,Troy Murphy,2001,PF,81.75,6' 9.75'',,,230,83.0,6' 11'',105.5,8' 9.5'',11.7,,,11,28.5,34.5,11.22,3.43,
12162,Troy Ostler,2001,PF-SF,80.75,6' 8.75'',,,200,85.5,7' 1.5'',106.5,8' 10.5'',8.0,,,2,26.5,29.5,13.42,3.5,
40046,Lazaros Papadopoulos,2001,C-PF,82.25,6' 10.25'',,,227,86.5,7' 2.5'',110.5,9' 2.5'',11.7,,,4,23.0,26.0,12.0,3.7,
12164,Rashad Phillips,2001,PG,69.0,5' 9'',,,166,73.5,6' 1.5'',92.0,7' 8'',12.4,,,5,27.0,32.0,11.93,3.27,
12165,Demetrius Porter,2001,PG,70.75,5' 10.75'',,,178,74.75,6' 2.75'',94.0,7' 10'',12.4,,,5,26.0,31.0,11.5,3.34,
12166,Martin Rancik,2001,PF-SF,80.75,6' 8.75'',,,230,80.0,6' 8'',102.5,8' 6.5'',8.0,,,14,32.0,37.0,10.77,3.19,
2202,Jason Richardson,2001,SF-SG,76.75,6' 4.75'',,,213,83.5,6' 11.5'',102.5,8' 6.5'',5.3,,,15,32.5,39.5,11.75,3.12,
2369,Norman Richardson,2001,SG,75.5,6' 3.5'',,,180,76.5,6' 4.5'',99.0,8' 3'',6.0,,,2,30.5,35.5,10.97,3.15,
2219,Jeryl Sasser,2001,PG-SG,77.5,6' 5.5'',,,194,82.5,6' 10.5'',103.5,8' 7.5'',6.7,,,1,29.0,34.0,11.47,3.22,
12167,Kenny Satterfield,2001,PG,73.0,6' 1'',,,176,76.5,6' 4.5'',98.0,8' 2'',6.7,,,3,28.5,33.0,12.05,3.2,
2243,Brian Scalabrine,2001,PF-SF,80.75,6' 8.75'',,,241,81.75,6' 9.75'',105.5,8' 9.5'',13.6,,,14,27.0,30.5,11.75,3.47,
12168,Lee Scruggs,2001,PF-SF,82.25,6' 10.25'',,,209,89.75,7' 5.75'',110.5,9' 2.5'',10.5,,,0,23.5,29.5,13.28,3.55,
2250,Bobby Simmons,2001,SF,78.25,6' 6.25'',,,235,84.25,7' 0.25'',105.0,8' 9'',6.7,,,12,27.5,34.0,11.69,3.41,
2226,Will Solomon,2001,PG-SG,71.75,5' 11.75'',,,172,81.5,6' 9.5'',99.5,8' 3.5'',4.0,,,4,28.5,35.0,11.3,3.22,
12169,Greg Stevenson,2001,SF,75.75,6' 3.75'',,,215,84.5,7' 0.5'',102.0,8' 6'',7.3,,,15,30.0,35.5,11.29,3.23,
12170,Damone Thornton,2001,PF,78.75,6' 6.75'',,,235,85.75,7' 1.75'',103.7,8' 7.75'',8.0,,,19,33.5,37.5,11.17,3.2,
2224,Jamaal Tinsley,2001,PG,72.75,6' 0.75'',,,199,79.5,6' 7.5'',97.5,8' 1.5'',13.6,,,1,28.0,37.5,11.96,3.2,
12171,Tory Walker,2001,SF,78.75,6' 6.75'',,,187,83.25,6' 11.25'',104.5,8' 8.5'',6.7,,,7,28.0,33.0,11.95,3.25,
12172,Souleymane Wane,2001,C,80.5,6' 8.5'',,,235,89.0,7' 5'',109.0,9' 1'',11.2,,,9,29.0,30.5,12.02,3.46,
2248,Earl Watson,2001,PG,72.0,6' 0'',,,184,78.75,6' 6.75'',97.0,8' 1'',4.0,,,4,32.5,37.5,10.97,3.19,
2206,Rodney White,2001,SF,79.5,6' 7.5'',,,243,83.5,6' 11.5'',104.5,8' 8.5'',9.3,,,16,27.5,33.0,12.07,3.47,
2254,Loren Woods,2001,C-PF,84.75,7' 0.75'',,,246,89.5,7' 5.5'',113.0,9' 5'',9.3,,,10,24.5,28.0,11.83,3.48,
12040,Brent Wright,2001,PF-SF,79.75,6' 7.75'',,,236,85.5,7' 1.5'',105.5,8' 9.5'',12.4,,,19,23.0,29.0,12.25,3.3,
12041,Michael Wright,2001,PF,79.0,6' 7'',,,247,83.5,6' 11.5'',106.5,8' 10.5'',9.3,,,18,27.5,33.5,11.37,3.21,
2403,Nene  ,2002,PF,81.25,6' 9.25'',,,253,88.5,7' 4.5'',109.0,9' 1'',,,,16,30.0,34.0,10.73,3.19,
2425,Robert Archibald,2002,PF-C,82.0,6' 10'',,,250,83.75,6' 11.75'',109.5,9' 1.5'',,,,10,24.0,27.5,11.34,3.33,
2486,Maurice Baker,2002,PG,71.75,5' 11.75'',,,178,76.0,6' 4'',96.0,8' 0'',,,,2,29.5,33.0,12.19,3.29,
2440,Matt Barnes,2002,SF,78.75,6' 6.75'',,,226,81.0,6' 9'',96.5,8' 0.5'',,,,11,35.5,40.5,10.68,3.28,
12286,Lubos Barton,2002,SF-SG,78.5,6' 6.5'',,,221,84.0,7' 0'',107.0,8' 11'',,,,14,25.5,31.5,11.2,3.31,
2437,Lonny Baxter,2002,PF-C,78.25,6' 6.25'',,,264,85.5,7' 1.5'',107.5,8' 11.5'',,,,14,28.0,32.5,11.77,3.21,
12287,Lee Benson,2002,SF-PF,80.25,6' 8.25'',,,217,85.75,7' 1.75'',109.0,9' 1'',,,,14,27.5,32.5,11.44,3.29,
2430,Carlos Boozer,2002,PF,79.75,6' 7.75'',,,258,86.25,7' 2.25'',108.5,9' 0.5'',,,,13,26.5,28.5,10.77,3.31,
2414,Curtis Borchardt,2002,C,82.75,6' 10.75'',,,238,86.5,7' 2.5'',112.0,9' 4'',,,,7,24.0,27.0,12.56,3.63,
2452,J.R. Bremer,2002,SG-PG,73.25,6' 1.25'',,,188,74.25,6' 2.25'',96.0,8' 0'',,,,24,30.0,35.5,10.93,3.1,
12288,Brian Brown,2002,PG-SG,74.5,6' 2.5'',,,194,79.0,6' 7'',99.0,8' 3'',,,,8,26.0,33.0,11.43,3.29,
12289,Sylvere Bryan,2002,PF,81.0,6' 9'',,,226,88.5,7' 4.5'',109.5,9' 1.5'',,,,13,28.5,29.5,12.03,3.2,
12290,Chris Burgess,2002,C,82.0,6' 10'',,,246,83.5,6' 11.5'',109.0,9' 1'',,,,24,24.5,31.0,11.58,3.37,
2406,Caron Butler,2002,SF-SG,77.25,6' 5.25'',,,222,83.5,6' 11.5'',103.5,8' 7.5'',,,,2,27.0,31.0,12.15,3.33,
2446,Rasual Butler,2002,SF,78.75,6' 6.75'',,,198,84.0,7' 0'',105.5,8' 9.5'',,,,10,31.5,37.5,11.54,3.29,
12291,Mire Chatman,2002,PG-SG,72.0,6' 0'',,,174,78.0,6' 6'',98.0,8' 2'',,,,1,29.0,33.0,11.12,3.18,
12042,Chris Christoffersen,2002,C,84.75,7' 0.75'',,,291,87.5,7' 3.5'',109.0,9' 1'',,,,13,28.0,31.0,12.55,3.39,
12043,Lenny Cooke,2002,SG-SF,77.5,6' 5.5'',,,214,85.0,7' 1'',107.0,8' 11'',,,,0,,,,,
12044,Craig Dawson,2002,SG-SF,75.5,6' 3.5'',,,200,78.25,6' 6.25'',102.0,8' 6'',,,,0,26.0,30.0,12.06,3.25,
2399,Mike Dunleavy,2002,SF,80.0,6' 8'',,,230,81.0,6' 9'',106.0,8' 10'',,,,11,24.5,29.0,11.55,3.3,
12045,Teddy Dupay,2002,PG,69.5,5' 9.5'',,,178,70.75,5' 10.75'',90.5,7' 6.5'',,,,16,28.0,33.0,10.53,3.19,
2451,Corsley Edwards,2002,PF,79.25,6' 7.25'',,,285,82.75,6' 10.75'',106.5,8' 10.5'',,,,12,28.5,33.0,12.18,3.31,
12046,Andy Ellis,2002,PF,81.25,6' 9.25'',,,220,82.25,6' 10.25'',102.0,8' 6'',,,,6,32.0,35.5,11.69,3.34,
2408,Melvin Ely,2002,PF,81.0,6' 9'',,,240,88.0,7' 4'',111.0,9' 3'',,,,7,26.0,29.0,11.96,3.35,
2501,Reggie Evans,2002,PF,79.5,6' 7.5'',,,250,86.5,7' 2.5'',107.5,8' 11.5'',,,,15,26.0,29.5,12.73,3.26,
12047,Peter Fehse,2002,PF-C,82.0,6' 10'',,,220,84.5,7' 0.5'',109.0,9' 1'',,,,,,,,,
2400,Drew Gooden,2002,PF,80.75,6' 8.75'',,,227,84.5,7' 0.5'',106.5,8' 10.5'',,,,13,29.0,33.0,11.81,3.19,
12066,David Graves,2002,SG,76.5,6' 4.5'',,,212,79.0,6' 7'',101.0,8' 5'',,,,8,26.0,29.5,11.2,3.27,
2696,Lynn Greer,2002,PG,72.25,6' 0.25'',,,170,73.0,6' 1'',94.5,7' 10.5'',,,,12,29.5,36.5,11.24,3.16,
12067,Rod Grizzard,2002,SF-SG,78.0,6' 6'',,,193,84.0,7' 0'',107.0,8' 11'',,,,6,,,,,
