Player_lower,Player,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,RimFG%,RimAst%,MidFG%,MidAst%,ThreeFG%,ThreeAst%,DunkFG%,DunkAst%
dwayne bacon,Dwayne Bacon,205,120,63,123,195,17,89,196,51,33,4,19,63.07692307692307,23.507462686567166,38.67924528301887,12.142857142857142,31.2280701754386,36.42857142857142,89.1891891891892,36.53846153846153
dwight powell,Dwight Powell,278,158,109,204,356,65,33,81,30,72,15,43,63.76146788990825,28.165374677002585,36.42857142857142,24.1635687732342,28.947368421052634,47.61904761904761,82.75862068965517,37.391304347826086
dylan harper,Dylan Harper,119,51,21,25,56,3,50,100,26,11,0,5,70.0,15.0,30.864197530864196,10.714285714285714,33.33333333333333,34.21052631578947,100.0,31.25
dylan windler,Dylan Windler,314,125,152,47,59,10,205,306,173,75,2,48,71.5261958997722,32.61802575107296,44.339622641509436,17.543859649122805,40.11741682974559,45.767195767195766,97.40259740259741,39.02439024390244
e'twaun moore,E'Twaun Moore,86,54,32,226,283,69,121,200,104,10,1,8,61.42857142857143,27.11864406779661,44.4007858546169,23.389830508474578,37.69470404984423,46.22222222222222,90.9090909090909,44.44444444444444
e.j. liddell,E.J. Liddell,161,89,95,190,224,56,78,148,65,40,6,35,64.4,37.109375,45.893719806763286,22.76422764227642,34.51327433628318,45.45454545454545,86.95652173913044,46.666666666666664
ed davis,Ed Davis,42,8,29,61,71,40,0,0,0,26,1,22,84.0,40.845070422535215,46.21212121212121,39.603960396039604,0.0,0.0,96.29629629629629,45.83333333333333
edmond sumner,Edmond Sumner,124,102,49,36,73,6,37,92,28,32,6,25,54.86725663716814,28.32369942196532,33.02752293577982,14.285714285714285,28.68217054263566,43.07692307692308,84.21052631578947,43.859649122807014
edrice adebayo,Edrice Adebayo,138,47,99,32,67,20,0,0,0,99,6,79,74.5945945945946,41.77215189873418,32.323232323232325,38.46153846153847,0.0,0.0,94.28571428571428,44.38202247191011
egor demin,Egor Demin,64,31,15,20,37,2,42,112,29,12,1,2,67.36842105263158,18.9873417721519,35.08771929824561,9.090909090909092,27.27272727272727,40.845070422535215,92.3076923076923,14.285714285714285
ekpe udoh,Ekpe Udoh,78,31,33,100,149,35,7,19,7,30,2,17,71.55963302752293,29.72972972972973,40.16064257028113,25.925925925925924,26.923076923076923,50.0,93.75,36.17021276595745
elfrid payton,Elfrid Payton,346,179,65,101,255,3,30,81,15,47,4,10,65.9047619047619,15.815085158150852,28.370786516853936,2.8846153846153846,27.027027027027028,33.33333333333333,92.15686274509804,17.543859649122805
elijah hughes,Elijah Hughes,138,70,62,84,155,16,189,363,150,24,1,20,66.34615384615384,31.0,35.146443514644346,16.0,34.23913043478261,44.24778761061947,96.0,45.45454545454545
elliot williams,Elliot Williams,98,54,43,20,52,4,60,104,33,30,3,19,64.47368421052632,30.49645390070922,27.77777777777778,16.666666666666664,36.58536585365854,35.483870967741936,90.9090909090909,38.775510204081634
emoni bates,Emoni Bates,79,60,28,72,113,6,101,205,56,15,1,11,56.83453237410072,26.168224299065418,38.91891891891892,7.6923076923076925,33.006535947712415,35.6687898089172,93.75,42.30769230769231
enrique freeman,Enrique Freeman,522,244,290,112,117,38,20,38,17,116,5,98,68.1462140992167,35.714285714285715,48.90829694323144,25.333333333333336,34.48275862068966,45.94594594594595,95.86776859504133,45.794392523364486
eric bledsoe,Eric Bledsoe,72,38,21,21,47,3,49,79,48,6,0,3,65.45454545454545,22.58064516129032,30.88235294117647,12.5,38.28125,49.48453608247423,100.0,33.33333333333333
eric paschall,Eric Paschall,300,147,147,111,174,35,166,339,138,132,9,93,67.11409395973155,32.88590604026846,38.94736842105263,23.972602739726025,32.87128712871287,45.39473684210527,93.61702127659575,41.333333333333336
erick green,Erick Green,217,120,65,235,369,41,140,274,107,28,0,11,64.39169139465875,23.04964539007092,38.907284768211916,14.855072463768115,33.81642512077295,43.31983805668016,100.0,28.205128205128204
erik murphy,Erik Murphy,169,70,96,85,120,41,143,186,140,8,0,8,70.7112970711297,36.22641509433962,41.46341463414634,32.53968253968254,43.46504559270517,49.46996466431096,100.0,50.0
evan mobley,Evan Mobley,113,31,59,72,85,30,12,28,12,63,3,43,78.47222222222221,34.30232558139535,45.85987261146497,29.411764705882355,30.0,50.0,95.45454545454545,40.56603773584906
evan turner,Evan Turner,102,28,19,106,152,18,20,35,15,18,1,2,78.46153846153847,15.702479338842975,41.08527131782946,14.516129032258066,36.36363636363637,42.857142857142854,94.73684210526315,10.0
fab melo,Fab Melo,108,36,80,24,60,14,0,0,0,58,6,51,75.0,42.5531914893617,28.57142857142857,36.84210526315789,0.0,0.0,90.625,46.788990825688074
festus ezeli,Festus Ezeli,210,80,141,77,141,37,0,0,0,91,4,77,72.41379310344827,40.17094017094017,35.321100917431195,32.45614035087719,0.0,0.0,95.78947368421052,45.83333333333333
filip petrusev,Filip Petrusev,195,90,113,70,97,38,11,30,11,34,3,30,68.42105263157895,36.688311688311686,41.91616766467065,35.18518518518518,26.82926829268293,50.0,91.8918918918919,46.875
frank jackson,Frank Jackson,60,30,15,22,40,3,51,78,43,4,0,2,66.66666666666666,20.0,35.483870967741936,12.0,39.53488372093023,45.744680851063826,100.0,33.33333333333333
frank kaminsky,Frank Kaminsky,283,106,144,142,201,36,103,176,96,53,5,39,72.75064267352185,33.723653395784545,41.39941690962099,20.224719101123593,36.91756272401434,48.24120603015075,91.37931034482759,42.391304347826086
frank mason iii,Frank Mason III,182,155,42,85,134,13,124,160,69,1,1,1,54.00593471810089,18.75,38.81278538812785,13.26530612244898,43.66197183098591,35.751295336787564,50.0,50.0
franz wagner,Franz Wagner,128,62,54,33,53,4,76,158,66,19,0,11,67.36842105263158,29.67032967032967,38.372093023255815,10.81081081081081,32.47863247863248,46.478873239436616,100.0,36.666666666666664
gani lawal,Gani Lawal,117,47,65,51,105,32,0,1,0,45,8,32,71.34146341463415,35.714285714285715,32.69230769230769,38.55421686746988,0.0,0.0,84.90566037735849,41.55844155844156
gary harris,Gary Harris,130,81,56,76,123,31,146,241,131,36,5,19,61.61137440758294,30.107526881720432,38.19095477386934,28.971962616822427,37.72609819121447,47.292418772563174,87.8048780487805,34.54545454545455
gary trent jr.,Gary Trent Jr.,40,23,20,40,84,10,97,143,92,6,0,4,63.49206349206349,33.33333333333333,32.25806451612903,20.0,40.416666666666664,48.67724867724868,100.0,40.0
george king,George King,169,139,57,91,143,22,180,265,169,32,0,19,54.87012987012987,25.221238938053098,38.88888888888889,19.469026548672566,40.44943820224719,48.42406876790831,100.0,37.254901960784316
georges niang,Georges Niang,364,152,194,297,384,86,188,315,175,9,0,7,70.54263565891473,34.76702508960574,43.61233480176212,22.45430809399478,37.37574552683897,48.209366391184574,100.0,43.75
glen rice,Glen Rice,127,70,51,86,153,20,97,189,68,41,11,23,64.46700507614213,28.651685393258425,35.98326359832636,18.867924528301888,33.91608391608392,41.21212121212121,78.84615384615384,35.9375
glenn robinson iii,Glenn Robinson III,191,58,116,97,135,33,56,122,53,84,5,63,76.70682730923694,37.785016286644954,41.810344827586206,25.384615384615383,31.46067415730337,48.62385321100918,94.3820224719101,42.857142857142854
gordon hayward,Gordon Hayward,89,39,48,34,43,13,43,106,41,19,1,12,69.53125,35.03649635036496,44.15584415584416,27.659574468085108,28.859060402684566,48.80952380952381,95.0,38.70967741935484
gorgui dieng,Gorgui Dieng,210,83,143,127,197,66,1,2,1,90,12,78,71.67235494880546,40.50991501416431,39.19753086419753,34.196891191709845,33.33333333333333,50.0,88.23529411764706,46.42857142857143
gradey dick,Gradey Dick,62,39,37,29,58,13,83,123,66,15,1,13,61.386138613861384,37.37373737373738,33.33333333333333,30.952380952380953,40.29126213592233,44.29530201342282,93.75,46.42857142857143
grant jerrett,Grant Jerrett,18,10,9,13,34,10,32,47,32,8,1,7,64.28571428571429,33.33333333333333,27.659574468085108,43.47826086956522,40.50632911392405,50.0,88.88888888888889,46.666666666666664
grant riller,Grant Riller,452,196,78,185,256,16,178,322,111,44,1,14,69.75308641975309,14.716981132075471,41.950113378684804,7.960199004975125,35.6,38.4083044982699,97.77777777777777,24.137931034482758
grant williams,Grant Williams,286,141,172,229,300,116,29,73,28,51,3,37,66.97892271662764,37.55458515283843,43.28922495274102,33.6231884057971,28.431372549019606,49.122807017543856,94.44444444444444,42.04545454545455
grayson allen,Grayson Allen,197,131,48,118,198,26,291,474,237,50,0,24,60.0609756097561,19.591836734693878,37.34177215189873,18.055555555555554,38.03921568627451,44.88636363636363,100.0,32.432432432432435
greg brown iii,Greg Brown III,39,33,19,12,18,5,30,61,26,14,7,12,54.166666666666664,32.758620689655174,40.0,29.411764705882355,32.967032967032964,46.42857142857143,66.66666666666666,46.15384615384615
greg monroe,Greg Monroe,154,84,68,33,69,9,7,19,7,21,1,17,64.70588235294117,30.630630630630627,32.35294117647059,21.428571428571427,26.923076923076923,50.0,95.45454545454545,44.73684210526316
gregory jackson,Gregory Jackson,75,50,28,47,119,8,55,115,38,19,2,16,60.0,27.184466019417474,28.313253012048197,14.545454545454545,32.35294117647059,40.86021505376344,90.47619047619048,45.714285714285715
greivis vasquez,Greivis Vasquez,63,46,18,88,123,14,67,119,48,4,0,1,57.798165137614674,22.22222222222222,41.70616113744076,13.725490196078432,36.02150537634409,41.73913043478261,100.0,20.0
hamady ndiaye,Hamady Ndiaye,95,36,71,18,45,8,0,0,0,66,7,52,72.51908396946564,42.77108433734939,28.57142857142857,30.76923076923077,0.0,0.0,90.41095890410958,44.06779661016949
hamidou diallo,Hamidou Diallo,78,46,30,30,82,15,26,51,25,19,4,9,62.903225806451616,27.77777777777778,26.785714285714285,33.33333333333333,33.76623376623377,49.01960784313725,82.6086956521739,32.142857142857146
harrison barnes,Harrison Barnes,116,43,50,206,320,49,116,216,94,53,0,27,72.95597484276729,30.120481927710845,39.163498098859314,19.215686274509807,34.93975903614458,44.761904761904766,100.0,33.75
harrison ingram,Harrison Ingram,157,146,38,112,178,17,137,260,112,21,5,12,51.81518151815182,19.48717948717949,38.62068965517241,13.178294573643413,34.5088161209068,44.97991967871486,80.76923076923077,36.36363636363637
harry giles,Harry Giles,34,11,26,11,20,5,0,0,0,15,2,13,75.55555555555556,43.333333333333336,35.483870967741936,31.25,0.0,0.0,88.23529411764706,46.42857142857143
hassan whiteside,Hassan Whiteside,77,30,39,66,111,45,3,2,2,40,1,24,71.96261682242991,33.62068965517241,37.28813559322034,40.54054054054054,60.0,40.0,97.5609756097561,37.5
henry ellenson,Henry Ellenson,69,43,33,95,123,69,30,74,30,5,1,5,61.60714285714286,32.35294117647059,43.57798165137615,42.073170731707314,28.846153846153843,50.0,83.33333333333334,50.0
herbert jones,Herbert Jones,254,209,92,52,140,12,34,83,27,64,11,41,54.85961123110151,26.589595375722542,27.083333333333332,18.75,29.059829059829063,44.26229508196721,85.33333333333334,39.04761904761905
hunter tyson,Hunter Tyson,143,74,74,70,95,21,169,293,159,41,3,28,65.89861751152074,34.10138248847927,42.42424242424242,23.076923076923077,36.58008658008658,48.47560975609756,93.18181818181817,40.57971014492754
ignas brazdeikis,Ignas Brazdeikis,103,63,44,29,69,9,56,87,48,14,0,8,62.048192771084345,29.931972789115648,29.591836734693878,23.684210526315788,39.16083916083916,46.15384615384615,100.0,36.36363636363637
ike anigbogu,Ike Anigbogu,40,18,27,17,26,13,0,0,0,23,5,22,68.96551724137932,40.298507462686565,39.53488372093023,43.333333333333336,0.0,0.0,82.14285714285714,48.888888888888886
iman shumpert,Iman Shumpert,113,59,30,85,183,19,79,183,44,29,7,12,65.69767441860465,20.97902097902098,31.716417910447763,18.269230769230766,30.15267175572519,35.77235772357724,80.55555555555556,29.268292682926827
immanuel quickley,Immanuel Quickley,38,31,9,63,115,15,92,140,81,2,0,0,55.072463768115945,19.148936170212767,35.39325842696629,19.230769230769234,39.6551724137931,46.82080924855491,100.0,0.0
isaac okoro,Isaac Okoro,101,48,37,4,21,0,20,50,12,19,4,9,67.78523489932886,26.811594202898554,16.0,0.0,28.57142857142857,37.5,82.6086956521739,32.142857142857146
isaiah canaan,Isaiah Canaan,160,135,33,146,204,23,287,403,168,16,5,5,54.23728813559322,17.098445595854923,41.714285714285715,13.609467455621301,41.594202898550726,36.92307692307693,76.19047619047619,23.809523809523807
isaiah collier,Isaiah Collier,95,59,25,32,48,6,27,53,19,6,0,4,61.68831168831169,20.833333333333336,40.0,15.789473684210526,33.75,41.30434782608695,100.0,40.0
isaiah jackson,Isaiah Jackson,205,176,102,104,206,31,124,248,112,26,7,16,53.805774278215225,33.22475570032573,33.5483870967742,22.962962962962962,33.33333333333333,47.45762711864407,78.78787878787878,38.095238095238095
isaiah joe,Isaiah Joe,31,19,11,42,79,12,207,341,157,5,0,2,62.0,26.190476190476193,34.710743801652896,22.22222222222222,37.77372262773723,43.13186813186813,100.0,28.57142857142857
isaiah livers,Isaiah Livers,120,56,76,61,108,17,162,234,151,42,3,38,68.18181818181817,38.775510204081634,36.09467455621302,21.794871794871796,40.909090909090914,48.242811501597444,93.33333333333333,47.5
isaiah mobley,Isaiah Mobley,184,121,95,101,174,36,68,121,59,38,8,31,60.32786885245902,34.05017921146953,36.72727272727273,26.277372262773724,35.978835978835974,46.45669291338583,82.6086956521739,44.927536231884055
isaiah roby,Isaiah Roby,183,110,97,46,97,17,48,98,42,59,13,46,62.45733788395904,34.64285714285714,32.16783216783217,26.984126984126984,32.87671232876712,46.666666666666664,81.94444444444444,43.80952380952381
isaiah stewart,Isaiah Stewart,134,59,86,53,71,32,5,15,5,26,4,25,69.43005181347151,39.09090909090909,42.74193548387097,37.64705882352941,25.0,50.0,86.66666666666667,49.01960784313725
isaiah thomas,Isaiah Thomas,274,156,117,117,211,24,125,246,96,29,5,21,63.72093023255814,29.923273657289002,35.670731707317074,17.02127659574468,33.692722371967655,43.43891402714932,85.29411764705883,42.0
isaiah whitehead,Isaiah Whitehead,70,84,9,98,181,5,117,209,71,0,1,0,45.45454545454545,11.39240506329114,35.12544802867383,4.854368932038835,35.88957055214724,37.765957446808514,0.0,0.0
isaiah wong,Isaiah Wong,250,175,61,205,296,28,178,335,107,34,2,20,58.82352941176471,19.614147909967848,40.91816367265469,12.017167381974248,34.69785575048733,37.54385964912281,94.44444444444444,37.03703703703704
ivan rabb,Ivan Rabb,195,85,93,108,164,58,9,13,9,48,2,35,69.64285714285714,32.29166666666667,39.705882352941174,34.93975903614458,40.909090909090914,50.0,96.0,42.168674698795186
ja morant,Ja Morant,160,104,43,34,58,2,56,96,21,28,3,17,60.60606060606061,21.182266009852217,36.95652173913043,5.555555555555555,36.84210526315789,27.27272727272727,90.32258064516128,37.77777777777778
ja'kobe walter,Ja'Kobe Walter,33,28,7,34,65,11,74,140,66,4,1,3,54.09836065573771,17.5,34.34343434343434,24.444444444444443,34.57943925233645,47.14285714285714,80.0,42.857142857142854
jabari bird,Jabari Bird,152,61,86,111,190,28,187,318,180,44,7,29,71.36150234741784,36.134453781512605,36.87707641196013,20.14388489208633,37.02970297029703,49.04632152588556,86.27450980392157,39.726027397260275
jabari parker,Jabari Parker,124,75,64,74,119,37,38,68,34,61,5,42,62.311557788944725,34.04255319148936,38.34196891191709,33.33333333333333,35.84905660377358,47.22222222222222,92.42424242424242,40.77669902912621
jabari smith,Jabari Smith,41,22,17,63,113,19,79,109,58,14,1,7,65.07936507936508,29.310344827586203,35.79545454545455,23.170731707317074,42.02127659574468,42.33576642335766,93.33333333333333,33.33333333333333
jabari walker,Jabari Walker,145,103,61,26,58,15,59,89,54,36,2,26,58.46774193548387,29.61165048543689,30.952380952380953,36.58536585365854,39.86486486486486,47.78761061946903,94.73684210526315,41.935483870967744
jacob evans iii,Jacob Evans III,145,89,57,104,186,22,174,286,160,35,4,23,61.965811965811966,28.217821782178216,35.86206896551724,17.46031746031746,37.826086956521735,47.90419161676647,89.74358974358975,39.6551724137931
jaden ivey,Jaden Ivey,162,83,36,41,102,4,89,187,60,35,5,11,66.12244897959184,18.181818181818183,28.671328671328673,8.88888888888889,32.2463768115942,40.26845637583892,87.5,23.91304347826087
jaden mcdaniels,Jaden McDaniels,38,30,9,55,86,11,43,84,30,16,4,6,55.88235294117647,19.148936170212767,39.00709219858156,16.666666666666664,33.85826771653544,41.0958904109589,80.0,27.27272727272727
jaden springer,Jaden Springer,50,26,21,37,69,9,20,26,17,4,1,4,65.78947368421053,29.577464788732392,34.90566037735849,19.565217391304348,43.47826086956522,45.94594594594595,80.0,50.0
jae crowder,Jae Crowder,216,88,162,56,107,32,103,191,94,12,0,9,71.05263157894737,42.857142857142854,34.355828220858896,36.36363636363637,35.034013605442176,47.71573604060914,100.0,42.857142857142854
jahlil okafor,Jahlil Okafor,213,57,115,66,84,23,0,0,0,64,3,53,78.88888888888889,35.0609756097561,44.0,25.842696629213485,0.0,0.0,95.52238805970148,45.2991452991453
jahmai mashack,Jahmai Mashack,107,89,41,47,77,15,46,89,44,4,2,2,54.59183673469388,27.7027027027027,37.903225806451616,24.193548387096776,34.074074074074076,48.888888888888886,66.66666666666666,33.33333333333333
jahmi'us ramsey,Jahmi'us Ramsey,52,47,25,36,59,13,60,81,45,5,4,3,52.52525252525253,32.467532467532465,37.89473684210527,26.53061224489796,42.5531914893617,42.857142857142854,55.55555555555556,37.5
jaime jaquez jr.,Jaime Jaquez Jr.,333,214,145,219,292,68,116,238,99,44,5,23,60.877513711151735,30.334728033472803,42.857142857142854,23.693379790940767,32.7683615819209,46.04651162790698,89.79591836734694,34.32835820895522
jajuan johnson,JaJuan Johnson,234,125,117,403,461,254,72,132,67,80,6,58,65.18105849582173,33.33333333333333,46.64351851851852,38.660578386605785,35.294117647058826,48.201438848920866,93.02325581395348,42.028985507246375
jajuan johnson,Jajuan Johnson,61,27,28,32,77,11,25,80,24,13,2,6,69.31818181818183,31.46067415730337,29.357798165137616,25.581395348837212,23.809523809523807,48.97959183673469,86.66666666666667,31.57894736842105
jake laravia,Jake LaRavia,173,100,81,55,74,5,38,66,34,41,6,36,63.369963369963365,31.88976377952756,42.63565891472868,8.333333333333332,36.53846153846153,47.22222222222222,87.2340425531915,46.75324675324675
jake laravia,Jake Laravia,85,52,42,14,30,5,11,16,11,10,1,8,62.04379562043796,33.07086614173229,31.818181818181817,26.31578947368421,40.74074074074074,50.0,90.9090909090909,44.44444444444444
jake layman,Jake Layman,196,87,77,86,164,29,198,349,190,77,6,49,69.25795053003534,28.205128205128204,34.4,25.217391304347824,36.19744058500914,48.96907216494845,92.7710843373494,38.88888888888889
jakob poeltl,Jakob Poeltl,300,119,181,47,63,21,0,1,0,49,2,40,71.59904534606206,37.62993762993763,42.72727272727273,30.88235294117647,0.0,0.0,96.07843137254902,44.9438202247191
jalen brunson,Jalen Brunson,244,104,58,158,177,10,177,274,125,7,0,2,70.11494252873564,19.205298013245034,47.16417910447761,5.952380952380952,39.24611973392461,41.390728476821195,100.0,22.22222222222222
jalen duren,Jalen Duren,111,41,77,30,53,19,0,1,0,70,6,57,73.02631578947368,40.95744680851064,36.144578313253014,38.775510204081634,0.0,0.0,92.10526315789474,44.881889763779526
jalen harris,Jalen Harris,353,293,79,202,388,44,207,461,170,54,6,28,54.643962848297214,18.287037037037038,34.23728813559322,17.88617886178862,30.988023952095805,45.09283819628647,90.0,34.146341463414636
jalen hood-schifino,Jalen Hood-Schifino,41,35,7,90,126,20,37,74,22,4,0,2,53.94736842105263,14.583333333333334,41.66666666666667,18.181818181818183,33.33333333333333,37.28813559322034,100.0,33.33333333333333
jalen johnson,Jalen Johnson,600,420,275,269,481,130,295,550,264,50,6,40,58.82352941176471,31.428571428571427,35.86666666666667,32.581453634085214,34.9112426035503,47.227191413237925,89.28571428571429,44.44444444444444
jalen mcdaniels,Jalen McDaniels,140,54,75,165,204,96,26,64,25,54,5,37,72.16494845360825,34.883720930232556,44.71544715447154,36.7816091954023,28.888888888888886,49.01960784313725,91.52542372881356,40.65934065934066
jalen pickett,Jalen Pickett,237,148,41,358,416,32,243,442,110,7,0,1,61.55844155844156,14.748201438848922,46.253229974160206,8.205128205128204,35.47445255474452,31.1614730878187,100.0,12.5
jalen smith,Jalen Smith,255,130,165,61,107,22,128,245,116,100,10,82,66.23376623376623,39.285714285714285,36.30952380952381,26.506024096385545,34.316353887399465,47.540983606557376,90.9090909090909,45.05494505494506
jalen suggs,Jalen Suggs,97,56,32,22,28,1,35,69,19,9,1,6,63.39869281045751,24.8062015503876,44.0,4.3478260869565215,33.65384615384615,35.18518518518518,90.0,40.0
jalen williams,Jalen Williams,251,174,106,88,174,16,90,177,73,55,6,40,59.05882352941176,29.69187675070028,33.587786259541986,15.384615384615385,33.70786516853933,44.785276073619634,90.1639344262295,42.10526315789473
jalen wilson,Jalen Wilson,249,169,84,118,191,40,137,301,121,3,3,1,59.569377990430624,25.225225225225223,38.18770226537217,25.31645569620253,31.27853881278539,46.89922480620155,50.0,25.0
jamaal franklin,Jamaal Franklin,135,68,70,110,183,22,93,218,59,35,2,24,66.50246305418719,34.146341463414636,37.54266211604095,16.666666666666664,29.903536977491964,38.81578947368421,94.5945945945946,40.67796610169492
jamal murray,Jamal Murray,77,34,22,54,96,7,113,164,101,18,1,10,69.36936936936937,22.22222222222222,36.0,11.475409836065573,40.794223826714806,47.19626168224299,94.73684210526315,35.714285714285715
jamal shead,Jamal Shead,184,113,39,177,291,9,127,301,95,13,2,2,61.95286195286195,17.48878923766816,37.82051282051282,4.838709677419355,29.672897196261683,42.792792792792795,86.66666666666667,13.333333333333334
james anderson,James Anderson,127,71,52,49,93,15,74,143,58,26,2,16,64.14141414141415,29.05027932960894,34.50704225352113,23.4375,34.10138248847927,43.93939393939394,92.85714285714286,38.095238095238095
james bouknight,James Bouknight,126,79,52,53,89,11,47,99,29,31,1,18,61.46341463414634,29.213483146067414,37.32394366197183,17.1875,32.19178082191781,38.15789473684211,96.875,36.734693877551024
james ennis,James Ennis,139,50,68,43,69,9,94,173,70,47,3,28,73.54497354497354,32.850241545893724,38.392857142857146,17.307692307692307,35.2059925093633,42.68292682926829,94.0,37.333333333333336
james young,James Young,56,33,21,45,81,9,82,153,80,20,2,15,62.92134831460674,27.27272727272727,35.714285714285715,16.666666666666664,34.8936170212766,49.382716049382715,90.9090909090909,42.857142857142854
jamir watkins,Jamir Watkins,261,211,79,101,168,15,144,299,114,74,8,45,55.29661016949152,23.235294117647058,37.54646840148699,12.931034482758621,32.50564334085779,44.18604651162791,90.2439024390244,37.81512605042017
jarace walker,Jarace Walker,70,31,41,53,85,26,35,66,35,31,1,27,69.3069306930693,36.93693693693694,38.405797101449274,32.91139240506329,34.65346534653465,50.0,96.875,46.55172413793103
jared butler,Jared Butler,165,103,38,82,161,16,214,344,142,5,1,3,61.56716417910447,18.7192118226601,33.744855967078195,16.3265306122449,38.35125448028674,39.8876404494382,83.33333333333334,37.5
jared cunningham,Jared Cunningham,265,182,147,54,155,22,105,207,94,61,5,37,59.28411633109619,35.67961165048544,25.837320574162682,28.947368421052634,33.65384615384615,47.23618090452261,92.42424242424242,37.755102040816325
jared mccain,Jared McCain,53,36,12,35,45,10,87,123,72,2,0,0,59.55056179775281,18.461538461538463,43.75,22.22222222222222,41.42857142857143,45.28301886792453,100.0,0.0
jared sullinger,Jared Sullinger,267,119,162,164,247,70,19,33,16,62,2,48,69.17098445595855,37.76223776223776,39.90267639902677,29.914529914529915,36.53846153846153,45.714285714285715,96.875,43.63636363636363
jarell martin,Jarell Martin,208,92,121,74,146,31,41,92,39,78,3,60,69.33333333333334,36.77811550151976,33.63636363636363,29.523809523809526,30.82706766917293,48.75,96.29629629629629,43.47826086956522
jaren jackson jr.,Jaren Jackson Jr.,61,32,28,20,23,12,38,58,37,31,0,16,65.59139784946237,31.46067415730337,46.51162790697674,37.5,39.58333333333333,49.333333333333336,100.0,34.04255319148936
jarnell stokes,Jarnell Stokes,314,154,142,96,199,35,0,3,0,54,3,40,67.09401709401709,31.140350877192986,32.54237288135593,26.717557251908396,0.0,0.0,94.73684210526315,42.5531914893617
jaron blossomgame,Jaron Blossomgame,367,180,159,164,270,37,96,210,90,91,6,64,67.09323583180988,30.228136882129274,37.78801843317972,18.407960199004975,31.372549019607842,48.38709677419355,93.81443298969072,41.29032258064516
jarred vanderbilt,Jarred Vanderbilt,23,20,9,6,17,2,0,1,0,8,0,6,53.48837209302325,28.125,26.08695652173913,25.0,0.0,0.0,100.0,42.857142857142854
jarrell brantley,Jarrell Brantley,389,213,123,169,298,42,104,200,91,45,4,37,64.61794019933555,24.0234375,36.188436830835116,19.90521327014218,34.21052631578947,46.666666666666664,91.83673469387756,45.1219512195122
jarrett allen,Jarrett Allen,98,40,56,81,89,34,0,7,0,45,3,33,71.01449275362319,36.36363636363637,47.647058823529406,29.565217391304348,0.0,0.0,93.75,42.30769230769231
jarrett culver,Jarrett Culver,225,126,66,70,144,15,104,201,79,44,2,24,64.1025641025641,22.68041237113402,32.71028037383177,17.647058823529413,34.0983606557377,43.169398907103826,95.65217391304348,35.294117647058826
jarvis varnado,Jarvis Varnado,120,49,79,64,83,22,0,0,0,54,4,45,71.00591715976331,39.698492462311556,43.53741496598639,25.581395348837212,0.0,0.0,93.10344827586206,45.45454545454545
jase richardson,Jase Richardson,60,27,26,37,54,13,47,67,40,5,1,3,68.96551724137932,30.23255813953488,40.65934065934066,26.0,41.228070175438596,45.97701149425287,83.33333333333334,37.5
jason preston,Jason Preston,200,134,70,101,122,32,75,137,49,6,0,2,59.88023952095808,25.925925925925924,45.2914798206278,24.06015037593985,35.37735849056604,39.516129032258064,100.0,25.0
javon small,Javon Small,154,132,43,86,122,3,185,344,85,22,4,13,53.84615384615385,21.82741116751269,41.34615384615385,3.3707865168539324,34.97164461247637,31.48148148148148,84.61538461538461,37.142857142857146
jawun evans,Jawun Evans,145,139,8,102,153,6,54,79,24,0,0,0,51.056338028169016,5.228758169934641,40.0,5.555555555555555,40.6015037593985,30.76923076923077,0.0,0.0
jaxson hayes,Jaxson Hayes,105,18,87,18,28,6,0,0,0,74,1,69,85.36585365853658,45.3125,39.130434782608695,25.0,0.0,0.0,98.66666666666667,48.25174825174825
jaylen brown,Jaylen Brown,98,62,28,35,81,5,30,72,26,21,4,11,61.25000000000001,22.22222222222222,30.17241379310345,12.5,29.411764705882355,46.42857142857143,84.0,34.375
jaylen clark,Jaylen Clark,174,97,74,49,91,19,35,81,32,33,3,18,64.20664206642066,29.838709677419356,35.0,27.941176470588236,30.17241379310345,47.76119402985074,91.66666666666666,35.294117647058826
jaylen nowell,Jaylen Nowell,173,83,40,158,245,22,90,137,75,21,2,15,67.578125,18.779342723004692,39.20595533498759,12.222222222222221,39.647577092511014,45.45454545454545,91.30434782608695,41.66666666666667
jaylen wells,Jaylen Wells,24,18,7,45,64,10,70,98,62,4,0,1,57.14285714285714,22.58064516129032,41.284403669724774,18.181818181818183,41.66666666666667,46.96969696969697,100.0,20.0
jaylin williams,Jaylin Williams,341,140,224,179,230,89,146,301,138,119,12,102,70.89397089397089,39.64601769911504,43.76528117359413,33.2089552238806,32.662192393736014,48.59154929577465,90.83969465648855,46.15384615384615
jaylon tyson,Jaylon Tyson,184,115,64,78,128,11,93,157,58,34,2,25,61.53846153846154,25.806451612903224,37.86407766990291,12.359550561797752,37.2,38.41059602649007,94.44444444444444,42.3728813559322
jayson tatum,Jayson Tatum,79,47,23,46,76,4,40,77,35,18,3,9,62.698412698412696,22.54901960784314,37.704918032786885,8.0,34.18803418803419,46.666666666666664,85.71428571428571,33.33333333333333
jd davison,JD Davison,60,36,10,14,21,0,25,58,17,9,0,1,62.5,14.285714285714285,40.0,0.0,30.120481927710845,40.476190476190474,100.0,10.0
