Player,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,player_lower
Paolo Banchero,127,61,54,74,121,16,44,86,39,41,3,23,86,58,144,0.5972222222222222,0.36046511627906974,188,0.675531914893617,0.4251968503937008,195,0.37948717948717947,0.21621621621621623,383,0.5248041775456919,0.3482587064676617,130,0.3384615384615385,0.8863636363636364,0.4448979591836735,513,0.3664717348927875,0.38011695906432746,0.253411306042885,0.746588693957115,paolo banchero
Paris Bass,162,83,52,91,178,19,43,81,38,42,5,26,120,78,198,0.6060606060606061,0.21666666666666667,245,0.6612244897959184,0.32098765432098764,269,0.3382899628252788,0.2087912087912088,514,0.49221789883268485,0.28063241106719367,124,0.3467741935483871,0.8837209302325582,0.36824324324324326,638,0.384012539184953,0.4216300940438871,0.19435736677115986,0.8056426332288401,paris bass
Pascal Siakam,242,96,124,169,234,80,3,14,3,62,1,50,180,95,275,0.6545454545454545,0.4111111111111111,338,0.7159763313609467,0.512396694214876,403,0.41935483870967744,0.47337278106508873,741,0.5546558704453441,0.49635036496350365,17,0.17647058823529413,1.0,0.5,758,0.44591029023746703,0.5316622691292876,0.022427440633245383,0.9775725593667546,pascal siakam
Pat Connaughton,179,101,97,69,101,29,268,428,260,31,5,24,148,96,244,0.6065573770491803,0.49324324324324326,280,0.6392857142857142,0.5418994413407822,170,0.40588235294117647,0.42028985507246375,450,0.5511111111111111,0.5080645161290323,696,0.3850574712643678,0.9701492537313433,0.748062015503876,1146,0.2443280977312391,0.14834205933682373,0.6073298429319371,0.39267015706806285,pat connaughton
Pat Spencer,67,44,22,43,75,7,12,39,5,5,0,0,62,44,106,0.5849056603773585,0.3548387096774194,111,0.6036036036036037,0.3283582089552239,118,0.3644067796610169,0.16279069767441862,229,0.48034934497816595,0.2636363636363636,51,0.23529411764705882,0.4166666666666667,0.2786885245901639,280,0.3964285714285714,0.42142857142857143,0.18214285714285713,0.8178571428571428,pat spencer
Patricio Garino,378,205,156,87,164,28,102,178,99,53,2,28,325,203,528,0.615530303030303,0.39384615384615385,583,0.6483704974271012,0.4126984126984127,251,0.3466135458167331,0.3218390804597701,834,0.5575539568345323,0.3956989247311828,280,0.36428571428571427,0.9705882352941176,0.4991181657848324,1114,0.5233393177737882,0.2253141831238779,0.2513464991023339,0.748653500897666,patricio garino
Patrick Baldwin Jr.,14,13,5,14,26,6,17,47,11,3,0,3,11,13,24,0.4583333333333333,0.18181818181818182,27,0.5185185185185185,0.35714285714285715,40,0.35,0.42857142857142855,67,0.417910447761194,0.39285714285714285,64,0.265625,0.6470588235294118,0.4888888888888889,131,0.20610687022900764,0.3053435114503817,0.48854961832061067,0.5114503816793893,patrick baldwin jr.
Patrick Christopher,69,27,38,71,104,25,58,107,51,23,2,18,46,25,71,0.647887323943662,0.43478260869565216,96,0.71875,0.5507246376811594,175,0.4057142857142857,0.352112676056338,271,0.5166051660516605,0.45,165,0.3515151515151515,0.8793103448275862,0.5757575757575758,436,0.22018348623853212,0.4013761467889908,0.37844036697247707,0.6215596330275229,patrick christopher
Patrick McCaw,101,60,31,38,69,12,119,208,101,15,1,5,86,59,145,0.593103448275862,0.3023255813953488,161,0.6273291925465838,0.3069306930693069,107,0.35514018691588783,0.3157894736842105,268,0.5186567164179104,0.30935251798561153,327,0.363914373088685,0.8487394957983193,0.5581395348837209,595,0.27058823529411763,0.17983193277310924,0.5495798319327732,0.4504201680672269,patrick mccaw
Patrick Patterson,136,29,88,50,77,30,23,44,22,65,5,51,71,24,95,0.7473684210526316,0.5211267605633803,165,0.8242424242424242,0.6470588235294118,127,0.3937007874015748,0.6,292,0.636986301369863,0.6344086021505376,67,0.34328358208955223,0.9565217391304348,0.6698564593301436,359,0.4596100278551532,0.35376044568245124,0.18662952646239556,0.8133704735376045,patrick patterson
Patrick Williams,53,32,22,26,46,3,16,34,14,25,7,16,28,25,53,0.5283018867924528,0.21428571428571427,85,0.6235294117647059,0.41509433962264153,72,0.3611111111111111,0.11538461538461539,157,0.5031847133757962,0.31645569620253167,50,0.32,0.875,0.4105263157894737,207,0.4106280193236715,0.34782608695652173,0.24154589371980675,0.7584541062801933,patrick williams
Paul George,70,36,23,22,60,9,58,105,50,18,4,7,52,32,84,0.6190476190476191,0.3076923076923077,106,0.660377358490566,0.32857142857142857,82,0.2682926829268293,0.4090909090909091,188,0.48936170212765956,0.34782608695652173,163,0.3558282208588957,0.8620689655172413,0.5466666666666666,351,0.301994301994302,0.2336182336182336,0.46438746438746437,0.5356125356125356,paul george
Paul Reed,266,127,141,100,150,51,33,69,29,76,8,56,190,119,309,0.6148867313915858,0.4473684210526316,393,0.6768447837150128,0.5300751879699248,250,0.4,0.51,643,0.5692068429237948,0.5245901639344263,102,0.3235294117647059,0.8787878787878788,0.5538847117794486,745,0.5275167785234899,0.33557046979865773,0.13691275167785236,0.8630872483221477,paul reed
Paul Watson,154,111,41,104,217,31,167,303,151,39,11,15,115,100,215,0.5348837209302325,0.22608695652173913,265,0.5811320754716981,0.2662337662337662,321,0.32398753894080995,0.2980769230769231,586,0.4402730375426621,0.27906976744186046,470,0.3553191489361702,0.9041916167664671,0.5247058823529411,1056,0.2509469696969697,0.3039772727272727,0.44507575757575757,0.5549242424242424,paul watson
Payton Pritchard,267,213,43,100,161,15,287,468,225,2,0,0,265,213,478,0.5543933054393305,0.16226415094339622,480,0.55625,0.16104868913857678,261,0.3831417624521073,0.15,741,0.49527665317139,0.15803814713896458,755,0.3801324503311258,0.7839721254355401,0.4327217125382263,1496,0.32085561497326204,0.17446524064171123,0.5046791443850267,0.49532085561497324,payton pritchard
Pelle Larsson,234,130,128,47,97,11,135,206,121,35,5,24,199,125,324,0.6141975308641975,0.5226130653266332,364,0.6428571428571429,0.5470085470085471,144,0.3263888888888889,0.23404255319148937,508,0.5531496062992126,0.49466192170818507,341,0.39589442815249265,0.8962962962962963,0.625,849,0.4287396937573616,0.1696113074204947,0.4016489988221437,0.5983510011778563,pelle larsson
Perry Jones III,183,56,114,141,227,72,12,31,11,82,5,70,101,51,152,0.6644736842105263,0.43564356435643564,239,0.7656903765690377,0.6229508196721312,368,0.38315217391304346,0.5106382978723404,607,0.5337726523887973,0.5740740740740741,43,0.27906976744186046,0.9166666666666666,0.5863095238095238,650,0.3676923076923077,0.5661538461538461,0.06615384615384616,0.9338461538461539,perry jones iii
Pete Nance,148,81,99,204,263,98,136,259,129,40,10,34,108,71,179,0.6033519553072626,0.6018518518518519,229,0.6462882096069869,0.668918918918919,467,0.43683083511777304,0.4803921568627451,696,0.5057471264367817,0.5596590909090909,395,0.34430379746835443,0.9485294117647058,0.6680327868852459,1091,0.20989917506874428,0.42804766269477545,0.3620531622364803,0.6379468377635197,pete nance
Peyton Siva,246,164,60,67,171,4,99,241,74,33,4,14,213,160,373,0.5710455764075067,0.215962441314554,410,0.6,0.24390243902439024,238,0.2815126050420168,0.05970149253731343,648,0.48302469135802467,0.20447284345047922,340,0.2911764705882353,0.7474747474747475,0.33495145631067963,988,0.4149797570850202,0.2408906882591093,0.3441295546558704,0.6558704453441295,peyton siva
Peyton Watson,17,29,10,14,27,6,7,24,7,3,3,2,14,26,40,0.35,0.5714285714285714,46,0.3695652173913043,0.5882352941176471,41,0.34146341463414637,0.42857142857142855,87,0.3563218390804598,0.5161290322580645,31,0.22580645161290322,1.0,0.6052631578947368,118,0.3898305084745763,0.3474576271186441,0.2627118644067797,0.7372881355932204,peyton watson
Phl Pressey,121,132,8,86,145,4,114,215,48,6,1,2,115,131,246,0.46747967479674796,0.05217391304347826,253,0.4782608695652174,0.06611570247933884,231,0.3722943722943723,0.046511627906976744,484,0.42768595041322316,0.057971014492753624,329,0.3465045592705167,0.42105263157894735,0.18691588785046728,813,0.3111931119311193,0.28413284132841327,0.4046740467404674,0.5953259532595326,phl pressey
Pierre Jackson,158,107,30,73,129,9,156,256,74,11,0,4,147,107,254,0.5787401574803149,0.17687074829931973,265,0.5962264150943396,0.189873417721519,202,0.3613861386138614,0.1232876712328767,467,0.49464668094218417,0.16883116883116883,412,0.3786407766990291,0.47435897435897434,0.29198966408268734,879,0.3014789533560865,0.229806598407281,0.46871444823663255,0.5312855517633674,pierre jackson
Precious Achiuwa,148,83,91,21,77,4,13,27,12,47,5,38,101,78,179,0.5642458100558659,0.5247524752475248,231,0.6406926406926406,0.6148648648648649,98,0.21428571428571427,0.19047619047619047,329,0.513677811550152,0.5621301775147929,40,0.325,0.9230769230769231,0.5879120879120879,369,0.6260162601626016,0.26558265582655827,0.10840108401084012,0.8915989159891599,precious achiuwa
Quentin Grimes,133,88,46,77,155,10,196,340,164,18,1,11,115,87,202,0.5693069306930693,0.30434782608695654,221,0.6018099547511312,0.3458646616541353,232,0.33189655172413796,0.12987012987012986,453,0.46357615894039733,0.26666666666666666,536,0.3656716417910448,0.8367346938775511,0.541871921182266,989,0.22345803842264914,0.2345803842264914,0.5419615773508595,0.4580384226491405,quentin grimes
Quenton Jackson,186,112,80,47,101,14,86,174,69,44,13,23,142,99,241,0.5892116182572614,0.4014084507042254,298,0.6241610738255033,0.43010752688172044,148,0.31756756756756754,0.2978723404255319,446,0.5224215246636771,0.4034334763948498,260,0.33076923076923076,0.8023255813953488,0.5109717868338558,706,0.42209631728045327,0.2096317280453258,0.36827195467422097,0.6317280453257791,quenton jackson
Quincy Acy,293,95,195,116,190,64,3,4,3,190,22,146,103,73,176,0.5852272727272727,0.47572815533980584,388,0.7551546391752577,0.6655290102389079,306,0.3790849673202614,0.5517241379310345,694,0.5893371757925072,0.6332518337408313,7,0.42857142857142855,1.0,0.6359223300970874,701,0.5534950071326676,0.43651925820256776,0.009985734664764621,0.9900142653352354,quincy acy
Quincy Miller,52,30,36,61,95,26,24,43,21,14,1,12,38,29,67,0.5671641791044776,0.631578947368421,82,0.6341463414634146,0.6923076923076923,156,0.391025641025641,0.4262295081967213,238,0.47478991596638653,0.5486725663716814,67,0.3582089552238806,0.875,0.6058394160583942,305,0.26885245901639343,0.5114754098360655,0.21967213114754097,0.780327868852459,quincy miller
Quincy Olivari,162,130,59,146,268,47,338,537,282,6,0,2,156,130,286,0.5454545454545454,0.36538461538461536,292,0.5547945205479452,0.36419753086419754,414,0.3526570048309179,0.3219178082191781,706,0.43626062322946174,0.34415584415584416,875,0.3862857142857143,0.834319526627219,0.6006191950464397,1581,0.1846932321315623,0.2618595825426945,0.5534471853257432,0.4465528146742568,quincy olivari
Quincy Pondexter,113,30,60,114,156,29,18,33,17,34,1,26,79,29,108,0.7314814814814815,0.43037974683544306,143,0.7902097902097902,0.5309734513274337,270,0.4222222222222222,0.2543859649122807,413,0.549636803874092,0.3920704845814978,51,0.35294117647058826,0.9444444444444444,0.4326530612244898,464,0.3081896551724138,0.5818965517241379,0.10991379310344827,0.8900862068965517,quincy pondexter
Quinn Cook,196,111,59,102,197,6,236,391,199,0,0,0,196,111,307,0.6384364820846905,0.3010204081632653,307,0.6384364820846905,0.3010204081632653,299,0.3411371237458194,0.058823529411764705,606,0.49174917491749176,0.2181208053691275,627,0.3763955342902711,0.8432203389830508,0.4943820224719101,1233,0.24898621248986214,0.24249797242497972,0.5085158150851582,0.49148418491484186,quinn cook
Quinndary Weatherspoon,385,220,130,129,221,25,183,318,120,76,3,37,309,217,526,0.5874524714828897,0.30097087378640774,605,0.6363636363636364,0.33766233766233766,350,0.36857142857142855,0.1937984496124031,955,0.5382198952879581,0.301556420233463,501,0.3652694610778443,0.6557377049180327,0.3945480631276901,1456,0.41552197802197804,0.2403846153846154,0.3440934065934066,0.6559065934065934,quinndary weatherspoon
Quinten Post,279,162,137,111,160,45,95,150,95,38,5,31,241,157,398,0.6055276381909548,0.43983402489626555,441,0.6326530612244898,0.4910394265232975,271,0.4095940959409594,0.40540540540540543,712,0.547752808988764,0.4666666666666667,245,0.3877551020408163,1.0,0.5711340206185567,957,0.4608150470219436,0.2831765935214211,0.2560083594566353,0.7439916405433646,quinten post
R.J. Barrett,168,94,64,78,126,19,73,164,63,40,2,28,128,92,220,0.5818181818181818,0.28125,262,0.6412213740458015,0.38095238095238093,204,0.38235294117647056,0.24358974358974358,466,0.5278969957081545,0.33739837398373984,237,0.3080168776371308,0.863013698630137,0.45768025078369906,703,0.37268847795163584,0.2901849217638691,0.33712660028449504,0.662873399715505,r.j. barrett
R.J. Hunter,165,75,75,130,217,51,239,444,182,18,1,6,147,74,221,0.665158371040724,0.46938775510204084,240,0.6875,0.45454545454545453,347,0.3746397694524496,0.3923076923076923,587,0.5025553662691652,0.4271186440677966,683,0.34992679355783307,0.7615062761506276,0.5767790262172284,1270,0.1889763779527559,0.2732283464566929,0.5377952755905512,0.4622047244094488,r.j. hunter
RJ Nembhard,137,113,54,58,165,14,100,217,83,24,4,15,113,109,222,0.509009009009009,0.34513274336283184,250,0.548,0.39416058394160586,223,0.2600896860986547,0.2413793103448276,473,0.41226215644820297,0.3487179487179487,317,0.31545741324921134,0.83,0.511864406779661,790,0.31645569620253167,0.28227848101265823,0.4012658227848101,0.5987341772151898,rj nembhard
Raiquan Gray,134,90,39,56,91,9,27,76,24,19,5,7,115,85,200,0.575,0.2782608695652174,224,0.5982142857142857,0.291044776119403,147,0.38095238095238093,0.16071428571428573,371,0.5121293800539084,0.25263157894736843,103,0.2621359223300971,0.8888888888888888,0.3317972350230415,474,0.47257383966244726,0.310126582278481,0.21729957805907174,0.7827004219409283,raiquan gray
Rakeem Christmas,299,110,221,110,211,80,0,1,0,130,19,120,169,91,260,0.65,0.5976331360946746,409,0.7310513447432763,0.7391304347826086,321,0.3426791277258567,0.7272727272727273,730,0.5602739726027397,0.7359413202933985,1,0.0,,0.7359413202933985,731,0.5595075239398085,0.43912448700410395,0.0013679890560875513,0.9986320109439124,rakeem christmas
Rashad Vaughn,48,39,14,42,58,13,54,87,47,3,1,3,45,38,83,0.5421686746987951,0.24444444444444444,87,0.5517241379310345,0.2916666666666667,100,0.42,0.30952380952380953,187,0.48128342245989303,0.3,141,0.3829787234042553,0.8703703703703703,0.5138888888888888,328,0.2652439024390244,0.3048780487804878,0.4298780487804878,0.5701219512195121,rashad vaughn
Rasheer Fleming,257,116,158,18,42,8,118,220,116,89,6,77,168,110,278,0.60431654676259,0.48214285714285715,373,0.6890080428954424,0.6147859922178989,60,0.3,0.4444444444444444,433,0.6351039260969977,0.6036363636363636,338,0.34911242603550297,0.9830508474576272,0.7175572519083969,771,0.48378728923476005,0.07782101167315175,0.4383916990920882,0.5616083009079118,rasheer fleming
Rawle Alkins,133,83,38,32,79,1,77,134,68,20,3,13,113,80,193,0.5854922279792746,0.22123893805309736,216,0.6157407407407407,0.2857142857142857,111,0.2882882882882883,0.03125,327,0.5045871559633027,0.23636363636363636,211,0.36492890995260663,0.8831168831168831,0.44214876033057854,538,0.40148698884758366,0.20631970260223048,0.39219330855018586,0.6078066914498141,rawle alkins
Ray McCallum,324,186,111,91,190,17,94,226,58,47,0,28,277,186,463,0.5982721382289417,0.2996389891696751,510,0.6352941176470588,0.3425925925925926,281,0.3238434163701068,0.18681318681318682,791,0.5246523388116309,0.30843373493975906,320,0.29375,0.6170212765957447,0.3654223968565815,1111,0.459045904590459,0.25292529252925294,0.28802880288028804,0.711971197119712,ray mccallum
Ray Spalding,186,86,114,70,106,33,5,17,4,65,8,52,121,78,199,0.6080402010050251,0.512396694214876,272,0.6838235294117647,0.6129032258064516,176,0.3977272727272727,0.4714285714285714,448,0.5714285714285714,0.57421875,22,0.22727272727272727,0.8,0.578544061302682,470,0.5787234042553191,0.37446808510638296,0.04680851063829787,0.9531914893617022,ray spalding
RayJ Dennis,318,180,62,252,308,34,155,330,122,14,2,6,304,178,482,0.6307053941908713,0.18421052631578946,498,0.6385542168674698,0.1949685534591195,560,0.45,0.1349206349206349,1058,0.5387523629489603,0.16842105263157894,485,0.31958762886597936,0.7870967741935484,0.3006896551724138,1543,0.32274789371354506,0.36292935839274143,0.31432274789371356,0.6856772521062865,rayj dennis
Rayjon Tucker,150,79,54,46,73,9,108,150,90,36,6,20,114,73,187,0.6096256684491979,0.2982456140350877,229,0.6550218340611353,0.36,119,0.3865546218487395,0.1956521739130435,348,0.5632183908045977,0.32142857142857145,258,0.4186046511627907,0.8333333333333334,0.5032894736842105,606,0.3778877887788779,0.19636963696369636,0.42574257425742573,0.5742574257425742,rayjon tucker
Reece Beekman,259,211,67,93,187,26,89,190,74,37,4,12,222,207,429,0.5174825174825175,0.24774774774774774,470,0.551063829787234,0.25868725868725867,280,0.33214285714285713,0.27956989247311825,750,0.4693333333333333,0.26420454545454547,279,0.31899641577060933,0.8314606741573034,0.3786848072562358,1029,0.45675413022351796,0.272108843537415,0.27113702623906705,0.7288629737609329,reece beekman
Reed Sheppard,39,21,3,27,32,3,75,69,58,5,1,2,34,20,54,0.6296296296296297,0.029411764705882353,60,0.65,0.07692307692307693,59,0.4576271186440678,0.1111111111111111,119,0.5546218487394958,0.09090909090909091,144,0.5208333333333334,0.7733333333333333,0.45390070921985815,263,0.22813688212927757,0.22433460076045628,0.5475285171102662,0.4524714828897338,reed sheppard
Reggie Bullock,60,37,26,106,120,61,185,297,176,5,0,3,55,37,92,0.5978260869565217,0.41818181818181815,97,0.6185567010309279,0.43333333333333335,226,0.4690265486725664,0.5754716981132075,323,0.5139318885448917,0.5240963855421686,482,0.38381742738589214,0.9513513513513514,0.7492877492877493,805,0.12049689440993788,0.28074534161490683,0.5987577639751552,0.4012422360248447,reggie bullock
Reggie Hearn,114,61,70,30,61,11,77,141,73,5,1,1,109,60,169,0.6449704142011834,0.6330275229357798,175,0.6514285714285715,0.6140350877192983,91,0.32967032967032966,0.36666666666666664,266,0.5413533834586466,0.5625,218,0.3532110091743119,0.948051948051948,0.6968325791855203,484,0.3615702479338843,0.18801652892561985,0.45041322314049587,0.5495867768595041,reggie hearn
Reggie Jackson,171,99,40,90,133,8,103,176,62,36,2,16,135,97,232,0.5818965517241379,0.17777777777777778,270,0.6333333333333333,0.23391812865497075,223,0.40358744394618834,0.08888888888888889,493,0.5294117647058824,0.1839080459770115,279,0.36917562724014336,0.6019417475728155,0.3021978021978022,772,0.34974093264248707,0.28886010362694303,0.36139896373056996,0.6386010362694301,reggie jackson
Reggie Perry,179,86,103,88,138,39,34,76,32,58,9,50,121,77,198,0.6111111111111112,0.4380165289256198,265,0.6754716981132075,0.5754189944134078,226,0.3893805309734513,0.4431818181818182,491,0.5437881873727087,0.5318352059925093,110,0.3090909090909091,0.9411764705882353,0.5780730897009967,601,0.44093178036605657,0.37603993344425957,0.18302828618968386,0.8169717138103162,reggie perry
Richaun Holmes,277,114,142,76,149,35,30,55,28,132,7,96,145,107,252,0.5753968253968254,0.31724137931034485,391,0.7084398976982097,0.5126353790613718,225,0.3377777777777778,0.4605263157894737,616,0.573051948051948,0.5014164305949008,85,0.35294117647058826,0.9333333333333333,0.5352480417754569,701,0.557774607703281,0.3209700427960057,0.12125534950071326,0.8787446504992867,richaun holmes
Ricky Council IV,178,109,65,92,176,17,70,165,53,55,12,35,123,97,220,0.5590909090909091,0.24390243902439024,287,0.6202090592334495,0.3651685393258427,268,0.34328358208955223,0.18478260869565216,555,0.4864864864864865,0.3037037037037037,235,0.2978723404255319,0.7571428571428571,0.39705882352941174,790,0.3632911392405063,0.3392405063291139,0.2974683544303797,0.7025316455696202,ricky council iv
Riley Minix,130,41,61,60,61,14,52,100,49,20,0,18,110,41,151,0.7284768211920529,0.39090909090909093,171,0.7602339181286549,0.46923076923076923,121,0.49586776859504134,0.23333333333333334,292,0.6506849315068494,0.39473684210526316,152,0.34210526315789475,0.9423076923076923,0.512396694214876,444,0.38513513513513514,0.2725225225225225,0.34234234234234234,0.6576576576576577,riley minix
Rob Dillingham,63,51,19,45,59,10,64,80,49,4,0,3,59,51,110,0.5363636363636364,0.2711864406779661,114,0.5526315789473685,0.30158730158730157,104,0.4326923076923077,0.2222222222222222,218,0.4954128440366973,0.26851851851851855,144,0.4444444444444444,0.765625,0.45348837209302323,362,0.3149171270718232,0.287292817679558,0.39779005524861877,0.6022099447513812,rob dillingham
Rob Edwards,153,159,48,111,230,36,227,399,139,17,5,7,136,154,290,0.4689655172413793,0.3014705882352941,312,0.49038461538461536,0.3137254901960784,341,0.3255131964809384,0.32432432432432434,653,0.40428790199081166,0.3181818181818182,626,0.36261980830670926,0.6123348017621145,0.45417515274949083,1279,0.2439405785770133,0.26661454261141515,0.48944487881157156,0.5105551211884285,rob edwards
Robbie Hummel,33,17,18,181,224,80,115,191,109,1,0,1,32,17,49,0.6530612244897959,0.53125,50,0.66,0.5454545454545454,405,0.4469135802469136,0.4419889502762431,455,0.4703296703296703,0.45794392523364486,306,0.3758169934640523,0.9478260869565217,0.6291793313069909,761,0.0657030223390276,0.5321944809461235,0.4021024967148489,0.5978975032851511,robbie hummel
Robert Covington,271,155,121,136,256,49,169,237,155,60,8,41,211,147,358,0.5893854748603352,0.3791469194312796,426,0.636150234741784,0.44649446494464945,392,0.3469387755102041,0.3602941176470588,818,0.49755501222493886,0.4176904176904177,406,0.41625615763546797,0.9171597633136095,0.5642361111111112,1224,0.3480392156862745,0.3202614379084967,0.33169934640522875,0.6683006535947712,robert covington
Robert Franks,223,104,123,73,147,39,166,276,132,25,2,24,198,102,300,0.66,0.5,327,0.6819571865443425,0.5515695067264574,220,0.33181818181818185,0.5342465753424658,547,0.5411334552102377,0.5472972972972973,442,0.3755656108597285,0.7951807228915663,0.6363636363636364,989,0.3306370070778564,0.2224469160768453,0.44691607684529827,0.5530839231547017,robert franks
Robert Sacre,190,88,133,178,270,102,1,3,0,77,6,66,113,82,195,0.5794871794871795,0.5929203539823009,278,0.6834532374100719,0.7,448,0.39732142857142855,0.5730337078651685,726,0.5068870523415978,0.6385869565217391,4,0.25,0.0,0.6368563685636857,730,0.38082191780821917,0.6136986301369863,0.005479452054794521,0.9945205479452055,robert sacre
Robert Williams,354,188,200,93,175,40,74,164,71,137,10,116,217,178,395,0.549367088607595,0.3870967741935484,542,0.6531365313653137,0.5649717514124294,268,0.34701492537313433,0.43010752688172044,810,0.5518518518518518,0.5369127516778524,238,0.31092436974789917,0.9594594594594594,0.5969289827255279,1048,0.517175572519084,0.25572519083969464,0.22709923664122136,0.7729007633587787,robert williams
Robert Woodard II,64,29,36,42,70,23,30,40,27,29,3,20,35,26,61,0.5737704918032787,0.45714285714285713,93,0.6881720430107527,0.5625,112,0.375,0.5476190476190477,205,0.5170731707317073,0.5566037735849056,70,0.42857142857142855,0.9,0.6323529411764706,275,0.3381818181818182,0.4072727272727273,0.2545454545454545,0.7454545454545455,robert woodard ii
Rodney Hood,67,37,22,133,163,25,118,181,93,19,3,13,48,34,82,0.5853658536585366,0.1875,104,0.6442307692307693,0.3283582089552239,296,0.44932432432432434,0.18796992481203006,400,0.5,0.235,299,0.39464882943143814,0.788135593220339,0.44025157232704404,699,0.14878397711015737,0.4234620886981402,0.42775393419170243,0.5722460658082976,rodney hood
Rodney McGruder,174,94,99,200,286,97,185,301,174,33,5,29,141,89,230,0.6130434782608696,0.49645390070921985,268,0.6492537313432836,0.5689655172413793,486,0.411522633744856,0.485,754,0.4960212201591512,0.5240641711229946,486,0.38065843621399176,0.9405405405405406,0.6618962432915921,1240,0.2161290322580645,0.3919354838709677,0.3919354838709677,0.6080645161290322,rodney mcgruder
Rodney Purvis,210,154,114,124,234,30,227,401,194,47,4,30,163,150,313,0.5207667731629393,0.5153374233128835,364,0.5769230769230769,0.5428571428571428,358,0.3463687150837989,0.24193548387096775,722,0.4626038781163435,0.4311377245508982,628,0.3614649681528662,0.8546255506607929,0.6024955436720143,1350,0.2696296296296296,0.2651851851851852,0.4651851851851852,0.5348148148148149,rodney purvis
Romeo Langford,91,47,22,52,80,13,34,91,22,10,4,8,81,43,124,0.6532258064516129,0.1728395061728395,138,0.6594202898550725,0.24175824175824176,132,0.3939393939393939,0.25,270,0.5296296296296297,0.24475524475524477,125,0.272,0.6470588235294118,0.3220338983050847,395,0.3493670886075949,0.3341772151898734,0.31645569620253167,0.6835443037974683,romeo langford
Ron Baker,155,81,57,114,183,24,234,408,167,17,2,7,138,79,217,0.6359447004608295,0.36231884057971014,236,0.6567796610169492,0.36774193548387096,297,0.3838383838383838,0.21052631578947367,533,0.5046904315196998,0.30111524163568776,642,0.3644859813084112,0.7136752136752137,0.49304174950298213,1175,0.20085106382978724,0.2527659574468085,0.5463829787234042,0.45361702127659576,ron baker
Ron Harper Jr.,241,143,132,117,193,33,181,351,157,59,8,51,182,135,317,0.5741324921135647,0.44505494505494503,384,0.6276041666666666,0.5477178423236515,310,0.3774193548387097,0.28205128205128205,694,0.515850144092219,0.46089385474860334,532,0.34022556390977443,0.8674033149171271,0.5974025974025974,1226,0.3132137030995106,0.2528548123980424,0.433931484502447,0.566068515497553,ron harper jr.
Rondae Hollis-Jefferson,183,76,86,68,156,24,8,31,8,68,5,48,115,71,186,0.6182795698924731,0.33043478260869563,259,0.7065637065637066,0.46994535519125685,224,0.30357142857142855,0.35294117647058826,483,0.5196687370600414,0.43824701195219123,39,0.20512820512820512,1.0,0.4555984555984556,522,0.49616858237547895,0.42911877394636017,0.07471264367816093,0.9252873563218391,rondae hollis-jefferson
Roy Devyn Marble,206,116,85,222,414,74,130,257,117,28,3,19,178,113,291,0.6116838487972509,0.3707865168539326,322,0.639751552795031,0.41262135922330095,636,0.3490566037735849,0.3333333333333333,958,0.44676409185803756,0.37149532710280375,387,0.3359173126614987,0.9,0.4946236559139785,1345,0.23940520446096655,0.4728624535315985,0.28773234200743497,0.7122676579925651,roy devyn marble
Royce O'Neale,230,141,102,35,89,10,146,217,137,18,4,10,212,137,349,0.6074498567335244,0.4339622641509434,371,0.6199460916442049,0.4434782608695652,124,0.28225806451612906,0.2857142857142857,495,0.5353535353535354,0.4226415094339623,363,0.4022038567493113,0.9383561643835616,0.6058394160583942,858,0.4324009324009324,0.1445221445221445,0.4230769230769231,0.5769230769230769,royce o'neale
Royce White,129,47,38,42,98,10,4,8,4,46,1,16,83,46,129,0.6434108527131783,0.26506024096385544,176,0.7329545454545454,0.29457364341085274,140,0.3,0.23809523809523808,316,0.5411392405063291,0.2807017543859649,12,0.3333333333333333,1.0,0.29714285714285715,328,0.5365853658536586,0.4268292682926829,0.036585365853658534,0.9634146341463414,royce white
Rui Hachimura,315,130,177,123,153,47,24,52,23,84,3,65,231,127,358,0.6452513966480447,0.48484848484848486,445,0.7078651685393258,0.5619047619047619,276,0.44565217391304346,0.3821138211382114,721,0.6074895977808599,0.5114155251141552,76,0.3157894736842105,0.9583333333333334,0.5346320346320347,797,0.5583437892095358,0.3462986198243413,0.09535759096612297,0.904642409033877,rui hachimura
Russ Smith,292,202,93,148,338,19,180,338,146,30,4,10,262,198,460,0.5695652173913044,0.31679389312977096,494,0.5910931174089069,0.3184931506849315,486,0.3045267489711934,0.12837837837837837,980,0.4489795918367347,0.2545454545454545,518,0.3474903474903475,0.8111111111111111,0.4161290322580645,1498,0.32977303070761016,0.32443257676902537,0.34579439252336447,0.6542056074766355,russ smith
