Player,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,player_lower
A.J. Hammons,385,116,265,221,391,144,6,16,6,128,14,108,257,102,359,0.7158774373259053,0.6108949416342413,501,0.7684630738522954,0.6883116883116883,612,0.3611111111111111,0.6515837104072398,1113,0.5444743935309974,0.6749174917491749,22,0.2727272727272727,1.0,0.6781045751633987,1135,0.44140969162995597,0.5392070484581498,0.019383259911894272,0.9806167400881057,a.j. hammons
AJ Green,80,63,23,224,315,10,252,414,109,1,0,1,79,63,142,0.5563380281690141,0.27848101265822783,143,0.5594405594405595,0.2875,539,0.4155844155844156,0.044642857142857144,682,0.44574780058651026,0.10855263157894737,666,0.3783783783783784,0.43253968253968256,0.25539568345323743,1348,0.10608308605341246,0.39985163204747776,0.4940652818991098,0.5059347181008902,aj green
AJ Griffin,42,16,19,33,46,7,71,88,61,8,2,6,34,14,48,0.7083333333333334,0.38235294117647056,58,0.7241379310344828,0.4523809523809524,79,0.4177215189873418,0.21212121212121213,137,0.5474452554744526,0.3466666666666667,159,0.44654088050314467,0.8591549295774648,0.5958904109589042,296,0.19594594594594594,0.2668918918918919,0.5371621621621622,0.46283783783783783,aj griffin
AJ Lawson,84,75,17,28,59,8,74,154,68,11,1,4,73,74,147,0.4965986394557823,0.1780821917808219,159,0.5283018867924528,0.20238095238095238,87,0.3218390804597701,0.2857142857142857,246,0.45528455284552843,0.22321428571428573,228,0.32456140350877194,0.918918918918919,0.5,474,0.33544303797468356,0.18354430379746836,0.4810126582278481,0.5189873417721519,aj lawson
Aaron Gordon,137,61,76,36,104,13,16,29,14,54,2,40,83,59,142,0.5845070422535211,0.43373493975903615,198,0.6919191919191919,0.5547445255474452,140,0.2571428571428571,0.3611111111111111,338,0.5118343195266272,0.5144508670520231,45,0.35555555555555557,0.875,0.544973544973545,383,0.5169712793733682,0.36553524804177545,0.1174934725848564,0.8825065274151436,aaron gordon
Aaron Harrison,122,57,35,79,163,15,121,240,112,21,5,7,101,52,153,0.6601307189542484,0.27722772277227725,179,0.6815642458100558,0.28688524590163933,242,0.32644628099173556,0.189873417721519,421,0.47743467933491684,0.24875621890547264,361,0.33518005540166207,0.9256198347107438,0.5031055900621118,782,0.2289002557544757,0.309462915601023,0.4616368286445013,0.5383631713554987,aaron harrison
Aaron Henry,143,97,75,154,200,66,70,140,67,28,8,21,115,89,204,0.5637254901960784,0.46956521739130436,240,0.5958333333333333,0.5244755244755245,354,0.4350282485875706,0.42857142857142855,594,0.5,0.47474747474747475,210,0.3333333333333333,0.9571428571428572,0.5667574931880109,804,0.29850746268656714,0.44029850746268656,0.26119402985074625,0.7388059701492538,aaron henry
Aaron Holiday,179,135,27,117,200,11,180,247,122,11,0,1,168,135,303,0.5544554455445545,0.15476190476190477,314,0.5700636942675159,0.15083798882681565,317,0.36908517350157727,0.09401709401709402,631,0.46909667194928684,0.12837837837837837,427,0.4215456674473068,0.6777777777777778,0.33613445378151263,1058,0.29678638941398866,0.2996219281663516,0.40359168241965976,0.5964083175803403,aaron holiday
Aaron Nesmith,71,51,19,29,55,4,119,171,102,17,0,7,54,51,105,0.5142857142857142,0.2222222222222222,122,0.5819672131147541,0.2676056338028169,84,0.34523809523809523,0.13793103448275862,206,0.4854368932038835,0.23,290,0.4103448275862069,0.8571428571428571,0.5707762557077626,496,0.24596774193548387,0.1693548387096774,0.5846774193548387,0.4153225806451613,aaron nesmith
Aaron Wiggins,126,79,46,75,161,18,168,302,154,35,3,17,91,76,167,0.5449101796407185,0.31868131868131866,205,0.6146341463414634,0.36507936507936506,236,0.3177966101694915,0.24,441,0.4557823129251701,0.31840796019900497,470,0.3574468085106383,0.9166666666666666,0.5907859078590786,911,0.22502744237102085,0.25905598243688255,0.5159165751920965,0.4840834248079034,aaron wiggins
Abdel Nader,185,128,75,115,254,28,127,290,107,47,2,31,138,126,264,0.5227272727272727,0.3188405797101449,313,0.5910543130990416,0.40540540540540543,369,0.3116531165311653,0.24347826086956523,682,0.4398826979472141,0.3433333333333333,417,0.30455635491606714,0.84251968503937,0.4918032786885246,1099,0.28480436760691535,0.33575978161965425,0.3794358507734304,0.6205641492265697,abdel nader
Ace Bailey,64,41,34,92,108,25,47,89,36,24,2,20,40,39,79,0.5063291139240507,0.35,105,0.6095238095238096,0.53125,200,0.46,0.2717391304347826,305,0.5114754098360655,0.3782051282051282,136,0.34558823529411764,0.7659574468085106,0.46798029556650245,441,0.23809523809523808,0.45351473922902497,0.30839002267573695,0.691609977324263,ace bailey
Adam Flagler,138,85,42,152,221,32,302,462,217,1,1,0,137,84,221,0.6199095022624435,0.30656934306569344,223,0.6188340807174888,0.30434782608695654,373,0.4075067024128686,0.21052631578947367,596,0.4865771812080537,0.25517241379310346,764,0.39528795811518325,0.7185430463576159,0.49155405405405406,1360,0.16397058823529412,0.27426470588235297,0.5617647058823529,0.43823529411764706,adam flagler
Adama Sanogo,353,146,215,161,238,81,19,34,19,65,9,48,288,137,425,0.6776470588235294,0.5798611111111112,499,0.7074148296593187,0.6090651558073654,399,0.40350877192982454,0.5031055900621118,898,0.5723830734966593,0.5758754863813229,53,0.3584905660377358,1.0,0.5909943714821764,951,0.5247108307045215,0.4195583596214511,0.05573080967402734,0.9442691903259727,adama sanogo
Ade Murkey,249,192,69,138,213,34,46,80,39,35,4,24,214,188,402,0.5323383084577115,0.2102803738317757,441,0.564625850340136,0.27710843373493976,351,0.39316239316239315,0.2463768115942029,792,0.48863636363636365,0.2661498708010336,126,0.36507936507936506,0.8478260869565217,0.3279445727482679,918,0.4803921568627451,0.38235294117647056,0.13725490196078433,0.8627450980392157,ade murkey
Adem Bona,195,63,110,37,76,16,0,1,0,90,6,71,105,57,162,0.6481481481481481,0.37142857142857144,258,0.7558139534883721,0.5641025641025641,113,0.3274336283185841,0.43243243243243246,371,0.6253369272237197,0.5431034482758621,1,0.0,,0.5431034482758621,372,0.6935483870967742,0.30376344086021506,0.002688172043010753,0.9973118279569892,adem bona
Admiral Schofield,213,125,118,183,271,85,183,290,170,42,6,31,171,119,290,0.5896551724137931,0.5087719298245614,338,0.6301775147928994,0.5539906103286385,454,0.40308370044052866,0.4644808743169399,792,0.5,0.5126262626262627,473,0.386892177589852,0.9289617486338798,0.6442141623488774,1265,0.2671936758893281,0.35889328063241105,0.3739130434782609,0.6260869565217392,admiral schofield
Adonis Thomas,67,33,41,115,182,47,41,85,39,15,3,15,52,30,82,0.6341463414634146,0.5,100,0.67,0.6119402985074627,297,0.3872053872053872,0.40869565217391307,397,0.45843828715365237,0.4835164835164835,126,0.3253968253968254,0.9512195121951219,0.5695067264573991,523,0.19120458891013384,0.5678776290630975,0.24091778202676864,0.7590822179732314,adonis thomas
Adou Thiero,138,87,63,54,61,18,21,53,21,69,7,44,69,80,149,0.46308724832214765,0.2753623188405797,225,0.6133333333333333,0.45652173913043476,115,0.46956521739130436,0.3333333333333333,340,0.5647058823529412,0.421875,74,0.28378378378378377,1.0,0.4788732394366197,414,0.5434782608695652,0.2777777777777778,0.178743961352657,0.821256038647343,adou thiero
Adreian Payne,239,95,134,143,215,67,61,88,57,120,11,77,119,84,203,0.5862068965517241,0.4789915966386555,334,0.7155688622754491,0.5606694560669456,358,0.3994413407821229,0.46853146853146854,692,0.5520231213872833,0.5261780104712042,149,0.40939597315436244,0.9344262295081968,0.582392776523702,841,0.3971462544589774,0.42568370986920334,0.17717003567181927,0.8228299643281808,adreian payne
Ahmad Caver,176,172,27,115,233,13,206,421,126,9,1,1,167,171,338,0.4940828402366864,0.15568862275449102,348,0.5057471264367817,0.1534090909090909,348,0.33045977011494254,0.11304347826086956,696,0.41810344827586204,0.13745704467353953,627,0.32854864433811803,0.6116504854368932,0.33400402414486924,1323,0.26303854875283444,0.26303854875283444,0.47392290249433106,0.5260770975056689,ahmad caver
Ajay Mitchell,248,151,30,169,188,21,63,131,48,4,0,1,244,151,395,0.6177215189873417,0.11885245901639344,399,0.6215538847117794,0.12096774193548387,357,0.4733893557422969,0.1242603550295858,756,0.5515873015873016,0.1223021582733813,194,0.3247422680412371,0.7619047619047619,0.20625,950,0.42,0.3757894736842105,0.20421052631578948,0.7957894736842105,ajay mitchell
Al-Farouq Aminu,112,61,50,37,98,11,18,48,17,46,2,31,66,59,125,0.528,0.2878787878787879,173,0.6473988439306358,0.44642857142857145,135,0.2740740740740741,0.2972972972972973,308,0.4837662337662338,0.40939597315436244,66,0.2727272727272727,0.9444444444444444,0.46706586826347307,374,0.4625668449197861,0.3609625668449198,0.17647058823529413,0.8235294117647058,al-farouq aminu
Alan Williams,273,171,157,320,448,204,0,3,0,12,1,12,261,170,431,0.605568445475638,0.5555555555555556,444,0.6148648648648649,0.575091575091575,768,0.4166666666666667,0.6375,1212,0.4892739273927393,0.6087689713322091,3,0.0,,0.6087689713322091,1215,0.3654320987654321,0.6320987654320988,0.0024691358024691358,0.9975308641975309,alan williams
Alec Burks,225,121,92,134,191,30,47,102,27,46,2,34,179,119,298,0.6006711409395973,0.3240223463687151,346,0.6502890173410405,0.4088888888888889,325,0.4123076923076923,0.22388059701492538,671,0.5350223546944859,0.3398328690807799,149,0.31543624161073824,0.574468085106383,0.3669950738916256,820,0.4219512195121951,0.39634146341463417,0.18170731707317073,0.8182926829268292,alec burks
Alec Peters,309,157,130,154,247,78,270,384,246,15,3,11,294,154,448,0.65625,0.40476190476190477,466,0.6630901287553648,0.42071197411003236,401,0.38403990024937656,0.5064935064935064,867,0.5340253748558247,0.44924406047516197,654,0.41284403669724773,0.9111111111111111,0.6193724420190996,1521,0.3063773833004602,0.26364234056541747,0.42998027613412226,0.5700197238658777,alec peters
Aleem Ford,91,57,52,44,82,14,155,288,148,13,2,13,78,55,133,0.5864661654135338,0.5,148,0.6148648648648649,0.5714285714285714,126,0.3492063492063492,0.3181818181818182,274,0.4927007299270073,0.4888888888888889,443,0.34988713318284426,0.9548387096774194,0.7379310344827587,717,0.20641562064156208,0.17573221757322174,0.6178521617852162,0.3821478382147838,aleem ford
Alex Caruso,243,141,80,48,140,12,91,177,76,44,9,15,199,132,331,0.6012084592145015,0.32663316582914576,384,0.6328125,0.3292181069958848,188,0.2553191489361702,0.25,572,0.5087412587412588,0.3161512027491409,268,0.33955223880597013,0.8351648351648352,0.4397905759162304,840,0.45714285714285713,0.22380952380952382,0.319047619047619,0.680952380952381,alex caruso
Alex Ducas,131,101,55,50,93,23,270,395,253,3,0,0,128,101,229,0.5589519650655022,0.4296875,232,0.5646551724137931,0.4198473282442748,143,0.34965034965034963,0.46,375,0.4826666666666667,0.430939226519337,665,0.40601503759398494,0.937037037037037,0.7339246119733924,1040,0.2230769230769231,0.1375,0.6394230769230769,0.3605769230769231,alex ducas
Alex Fudge,88,68,40,4,42,0,15,47,12,48,11,32,40,57,97,0.41237113402061853,0.2,156,0.5641025641025641,0.45454545454545453,46,0.08695652173913043,0.0,202,0.45544554455445546,0.43478260869565216,62,0.24193548387096775,0.8,0.48598130841121495,264,0.5909090909090909,0.17424242424242425,0.23484848484848486,0.7651515151515151,alex fudge
Alex Kirk,219,85,149,127,214,100,35,104,35,74,6,63,145,79,224,0.6473214285714286,0.593103448275862,304,0.7203947368421053,0.680365296803653,341,0.3724340175953079,0.7874015748031497,645,0.5364341085271318,0.7196531791907514,139,0.2517985611510791,1.0,0.7454068241469817,784,0.3877551020408163,0.43494897959183676,0.17729591836734693,0.8227040816326531,alex kirk
Alex Len,165,60,108,59,125,36,1,8,1,88,5,70,77,55,132,0.5833333333333334,0.4935064935064935,225,0.7333333333333333,0.6545454545454545,184,0.32065217391304346,0.6101694915254238,409,0.5476772616136919,0.6428571428571429,9,0.1111111111111111,1.0,0.6444444444444445,418,0.5382775119617225,0.44019138755980863,0.0215311004784689,0.9784688995215312,alex len
Alex Poythress,272,92,146,55,131,23,29,68,29,117,4,92,155,88,243,0.6378600823045267,0.34838709677419355,364,0.7472527472527473,0.5367647058823529,186,0.2956989247311828,0.41818181818181815,550,0.5945454545454546,0.5168195718654435,97,0.29896907216494845,1.0,0.5561797752808989,647,0.5625965996908809,0.2874806800618238,0.14992272024729522,0.8500772797527048,alex poythress
Alex Reese,91,59,42,35,54,14,137,303,126,24,3,18,67,56,123,0.5447154471544715,0.3582089552238806,150,0.6066666666666667,0.46153846153846156,89,0.39325842696629215,0.4,239,0.5271966527196653,0.4444444444444444,440,0.31136363636363634,0.9197080291970803,0.6920152091254753,679,0.22091310751104565,0.13107511045655376,0.6480117820324006,0.35198821796759944,alex reese
Alex Stepheson,137,76,70,93,135,40,0,0,0,44,11,35,93,65,158,0.5886075949367089,0.3763440860215054,213,0.6431924882629108,0.5109489051094891,228,0.40789473684210525,0.43010752688172044,441,0.5215419501133787,0.4782608695652174,0,,,0.4782608695652174,441,0.48299319727891155,0.5170068027210885,0.0,1.0,alex stepheson
Alfonzo McKinnie,161,77,104,68,127,40,21,45,20,48,8,41,113,69,182,0.6208791208791209,0.5575221238938053,238,0.6764705882352942,0.6459627329192547,195,0.3487179487179487,0.5882352941176471,433,0.5288683602771362,0.62882096069869,66,0.3181818181818182,0.9523809523809523,0.656,499,0.47695390781563124,0.3907815631262525,0.13226452905811623,0.8677354709418837,alfonzo mckinnie
Alijah Martin,296,195,105,61,114,10,300,533,252,70,24,41,226,171,397,0.5692695214105793,0.2831858407079646,491,0.6028513238289206,0.3547297297297297,175,0.3485714285714286,0.16393442622950818,666,0.536036036036036,0.32212885154061627,833,0.36014405762304924,0.84,0.558599695585997,1499,0.3275517011340894,0.11674449633088725,0.5557038025350234,0.44429619746497667,alijah martin
Alize Johnson,120,62,32,135,172,24,80,165,62,13,2,10,107,60,167,0.6407185628742516,0.205607476635514,182,0.6593406593406593,0.26666666666666666,307,0.43973941368078173,0.17777777777777778,489,0.5214723926380368,0.2196078431372549,245,0.32653061224489793,0.775,0.3522388059701492,734,0.24795640326975477,0.41825613079019075,0.3337874659400545,0.6662125340599455,alize johnson
Allen Crabbe,130,55,79,194,269,93,209,338,184,23,3,14,107,52,159,0.6729559748427673,0.6074766355140186,185,0.7027027027027027,0.6076923076923076,463,0.4190064794816415,0.4793814432989691,648,0.5,0.5308641975308642,547,0.3820840950639854,0.8803827751196173,0.6679174484052532,1195,0.15481171548117154,0.38744769874476986,0.4577405857740586,0.5422594142259414,allen crabbe
Allonzo Trier,179,74,50,74,119,1,144,237,100,30,2,20,149,72,221,0.6742081447963801,0.20134228187919462,253,0.7075098814229249,0.27932960893854747,193,0.38341968911917096,0.013513513513513514,446,0.5672645739910314,0.2015810276679842,381,0.3779527559055118,0.6944444444444444,0.380352644836272,827,0.3059250302297461,0.23337363966142685,0.4607013301088271,0.5392986698911729,allonzo trier
Alondes Williams,265,144,87,52,87,5,61,165,53,54,5,33,211,139,350,0.6028571428571429,0.2559241706161137,409,0.6479217603911981,0.3283018867924528,139,0.37410071942446044,0.09615384615384616,548,0.5784671532846716,0.2902208201892745,226,0.26991150442477874,0.8688524590163934,0.3835978835978836,774,0.5284237726098191,0.17958656330749354,0.29198966408268734,0.7080103359173127,alondes williams
Amari Bailey,77,41,38,37,64,16,21,33,17,16,1,13,61,40,101,0.6039603960396039,0.4098360655737705,118,0.652542372881356,0.4935064935064935,101,0.36633663366336633,0.43243243243243246,219,0.5205479452054794,0.47368421052631576,54,0.3888888888888889,0.8095238095238095,0.5259259259259259,273,0.43223443223443225,0.36996336996337,0.1978021978021978,0.8021978021978022,amari bailey
Amari Williams,387,199,175,140,253,39,9,21,5,129,15,82,258,184,442,0.583710407239819,0.36046511627906974,586,0.6604095563139932,0.45219638242894056,393,0.356234096692112,0.2785714285714286,979,0.5383043922369765,0.4060721062618596,30,0.3,0.5555555555555556,0.4085820895522388,1009,0.5807730426164519,0.38949454905847375,0.02973240832507433,0.9702675916749257,amari williams
Amida Brimah,278,84,204,66,112,42,0,0,0,189,13,168,89,71,160,0.55625,0.4044943820224719,362,0.7679558011049724,0.7338129496402878,178,0.3707865168539326,0.6363636363636364,540,0.6370370370370371,0.7151162790697675,0,,,0.7151162790697675,540,0.6703703703703704,0.3296296296296296,0.0,1.0,amida brimah
Amile Jefferson,365,155,213,61,107,17,0,0,0,37,2,34,328,153,481,0.681912681912682,0.5457317073170732,520,0.7019230769230769,0.5835616438356165,168,0.3630952380952381,0.2786885245901639,688,0.6191860465116279,0.539906103286385,0,,,0.539906103286385,688,0.7558139534883721,0.2441860465116279,0.0,1.0,amile jefferson
Amir Coffey,226,117,111,96,204,38,94,193,71,50,7,34,176,110,286,0.6153846153846154,0.4375,343,0.6588921282798834,0.4911504424778761,300,0.32,0.3958333333333333,643,0.5007776049766719,0.46273291925465837,287,0.32752613240418116,0.7553191489361702,0.5288461538461539,930,0.3688172043010753,0.3225806451612903,0.3086021505376344,0.6913978494623656,amir coffey
Andre Dawkins,40,19,17,59,77,18,231,337,217,13,2,7,27,17,44,0.6136363636363636,0.37037037037037035,59,0.6779661016949152,0.425,136,0.4338235294117647,0.3050847457627119,195,0.5076923076923077,0.35353535353535354,568,0.40669014084507044,0.9393939393939394,0.7636363636363637,763,0.07732634338138926,0.1782437745740498,0.744429882044561,0.25557011795543905,andre dawkins
Andre Drummond,130,55,86,27,78,15,0,2,0,80,9,64,50,46,96,0.5208333333333334,0.44,185,0.7027027027027027,0.6615384615384615,105,0.2571428571428571,0.5555555555555556,290,0.5413793103448276,0.643312101910828,2,0.0,,0.643312101910828,292,0.6335616438356164,0.3595890410958904,0.00684931506849315,0.9931506849315068,andre drummond
Andre Jackson Jr.,52,26,35,15,31,7,25,64,21,29,7,25,23,19,42,0.5476190476190477,0.43478260869565216,78,0.6666666666666666,0.6730769230769231,46,0.32608695652173914,0.4666666666666667,124,0.5403225806451613,0.6268656716417911,89,0.2808988764044944,0.84,0.6847826086956522,213,0.36619718309859156,0.215962441314554,0.41784037558685444,0.5821596244131455,andre jackson jr.
Andre Roberson,274,143,125,40,111,16,49,88,40,79,12,49,195,131,326,0.598159509202454,0.38974358974358975,417,0.657074340527578,0.4562043795620438,151,0.26490066225165565,0.4,568,0.5528169014084507,0.44904458598726116,137,0.35766423357664234,0.8163265306122449,0.4986225895316804,705,0.5914893617021276,0.21418439716312057,0.19432624113475178,0.8056737588652483,andre roberson
Andrew Goudelock,83,53,8,257,291,34,228,341,104,9,1,4,74,52,126,0.5873015873015873,0.05405405405405406,136,0.6102941176470589,0.0963855421686747,548,0.46897810218978103,0.13229571984435798,684,0.49707602339181284,0.12352941176470589,569,0.4007029876977153,0.45614035087719296,0.25704225352112675,1253,0.10853950518754989,0.43735035913806863,0.45411013567438147,0.5458898643256185,andrew goudelock
Andrew Harrison,81,72,5,72,185,5,69,119,54,5,1,1,76,71,147,0.5170068027210885,0.05263157894736842,153,0.5294117647058824,0.06172839506172839,257,0.2801556420233463,0.06944444444444445,410,0.37317073170731707,0.06535947712418301,188,0.3670212765957447,0.782608695652174,0.2882882882882883,598,0.25585284280936454,0.4297658862876254,0.31438127090301005,0.68561872909699,andrew harrison
Andrew Nembhard,190,114,50,145,202,9,150,286,113,5,2,2,185,112,297,0.622895622895623,0.2594594594594595,304,0.625,0.2631578947368421,347,0.41786743515850144,0.06206896551724138,651,0.5145929339477726,0.1761194029850746,436,0.3440366972477064,0.7533333333333333,0.354639175257732,1087,0.2796688132474701,0.31922723091076355,0.40110395584176634,0.5988960441582337,andrew nembhard
Andrew Nicholson,359,122,194,258,322,164,29,47,28,108,10,82,251,112,363,0.6914600550964187,0.44621513944223107,481,0.7463617463617463,0.5403899721448467,580,0.44482758620689655,0.6356589147286822,1061,0.5815268614514609,0.580226904376013,76,0.3815789473684211,0.9655172413793104,0.5975232198142415,1137,0.4230430958663149,0.5101143359718557,0.06684256816182937,0.9331574318381706,andrew nicholson
Andrew White III,108,43,55,101,139,35,217,335,190,12,1,8,96,42,138,0.6956521739130435,0.4895833333333333,151,0.7152317880794702,0.5092592592592593,240,0.42083333333333334,0.3465346534653465,391,0.5345268542199488,0.430622009569378,552,0.39311594202898553,0.8755760368663594,0.6572769953051644,943,0.16012725344644752,0.2545068928950159,0.5853658536585366,0.4146341463414634,andrew white iii
Andrew Wiggins,92,40,44,54,107,10,43,83,33,36,4,27,56,36,92,0.6086956521739131,0.30357142857142855,132,0.696969696969697,0.4782608695652174,161,0.33540372670807456,0.18518518518518517,293,0.49829351535836175,0.3698630136986301,126,0.3412698412698413,0.7674418604651163,0.4603174603174603,419,0.315035799522673,0.38424821002386633,0.30071599045346065,0.6992840095465394,andrew wiggins
Andy Rautins,14,10,7,16,14,10,92,134,78,1,0,0,13,10,23,0.5652173913043478,0.5384615384615384,24,0.5833333333333334,0.5,30,0.5333333333333333,0.625,54,0.5555555555555556,0.5666666666666667,226,0.40707964601769914,0.8478260869565217,0.7786885245901639,280,0.08571428571428572,0.10714285714285714,0.8071428571428572,0.19285714285714287,andy rautins
Angel Delgado,438,247,220,206,299,93,0,5,0,28,5,23,410,242,652,0.6288343558282209,0.48048780487804876,685,0.6394160583941606,0.502283105022831,505,0.4079207920792079,0.45145631067961167,1190,0.5411764705882353,0.4860248447204969,5,0.0,,0.4860248447204969,1195,0.5732217573221757,0.4225941422594142,0.0041841004184100415,0.99581589958159,angel delgado
Anthony Barber,101,69,13,104,179,10,43,76,20,0,0,0,101,69,170,0.5941176470588235,0.12871287128712872,170,0.5941176470588235,0.12871287128712872,283,0.3674911660777385,0.09615384615384616,453,0.45253863134657835,0.11219512195121951,119,0.36134453781512604,0.46511627906976744,0.17338709677419356,572,0.2972027972027972,0.49475524475524474,0.20804195804195805,0.791958041958042,anthony barber
Anthony Bennett,100,40,62,56,73,43,36,58,35,53,5,39,47,35,82,0.573170731707317,0.48936170212765956,140,0.7142857142857143,0.62,129,0.43410852713178294,0.7678571428571429,269,0.5799256505576208,0.6730769230769231,94,0.3829787234042553,0.9722222222222222,0.7291666666666666,363,0.3856749311294766,0.35537190082644626,0.25895316804407714,0.7410468319559229,anthony bennett
Anthony Black,107,66,39,47,83,2,55,120,44,24,2,15,83,64,147,0.564625850340136,0.2891566265060241,173,0.6184971098265896,0.3644859813084112,130,0.36153846153846153,0.0425531914893617,303,0.5082508250825083,0.2662337662337662,175,0.3142857142857143,0.8,0.40669856459330145,478,0.3619246861924686,0.2719665271966527,0.36610878661087864,0.6338912133891214,anthony black
Anthony Brown,171,115,46,142,278,35,223,330,193,25,4,10,146,111,257,0.5680933852140078,0.2465753424657534,286,0.5979020979020979,0.26900584795321636,420,0.3380952380952381,0.24647887323943662,706,0.443342776203966,0.25878594249201275,553,0.40325497287522605,0.8654708520179372,0.5111940298507462,1259,0.22716441620333597,0.33359809372517873,0.4392374900714853,0.5607625099285147,anthony brown
Anthony Davis,152,22,93,55,88,23,3,17,3,96,2,71,56,20,76,0.7368421052631579,0.39285714285714285,174,0.8735632183908046,0.6118421052631579,143,0.38461538461538464,0.41818181818181815,317,0.6529968454258676,0.5603864734299517,20,0.15,1.0,0.5666666666666667,337,0.516320474777448,0.42433234421364985,0.05934718100890208,0.9406528189910979,anthony davis
Anthony Edwards,89,40,34,37,85,7,69,168,33,27,0,15,62,40,102,0.6078431372549019,0.3064516129032258,129,0.689922480620155,0.38202247191011235,122,0.30327868852459017,0.1891891891891892,251,0.50199203187251,0.3253968253968254,237,0.2911392405063291,0.4782608695652174,0.37948717948717947,488,0.26434426229508196,0.25,0.48565573770491804,0.514344262295082,anthony edwards
Anthony Gill,356,119,180,159,284,40,13,18,11,107,5,76,249,114,363,0.6859504132231405,0.41767068273092367,475,0.7494736842105263,0.5056179775280899,443,0.35891647855530473,0.25157232704402516,918,0.5610021786492375,0.42718446601941745,31,0.41935483870967744,0.8461538461538461,0.4375,949,0.5005268703898841,0.46680716543730244,0.032665964172813484,0.9673340358271865,anthony gill
Anthony Lamb,358,216,126,177,249,48,142,283,114,36,4,25,322,212,534,0.602996254681648,0.3136645962732919,574,0.6236933797909407,0.35195530726256985,426,0.4154929577464789,0.2711864406779661,1000,0.535,0.3252336448598131,425,0.3341176470588235,0.8028169014084507,0.4254062038404727,1425,0.40280701754385967,0.29894736842105263,0.2982456140350877,0.7017543859649122,anthony lamb
Anton Watson,402,151,254,112,150,55,46,105,43,102,4,77,300,147,447,0.6711409395973155,0.59,553,0.7269439421338155,0.6318407960199005,262,0.42748091603053434,0.49107142857142855,815,0.6306748466257669,0.6011673151750972,151,0.304635761589404,0.9347826086956522,0.6285714285714286,966,0.572463768115942,0.2712215320910973,0.15631469979296067,0.8436853002070394,anton watson
Antonio Blakeney,116,54,52,110,165,21,105,198,77,20,2,13,96,52,148,0.6486486486486487,0.40625,170,0.6823529411764706,0.4482758620689655,275,0.4,0.19090909090909092,445,0.5078651685393258,0.3230088495575221,303,0.3465346534653465,0.7333333333333333,0.45317220543806647,748,0.22727272727272727,0.36764705882352944,0.4050802139037433,0.5949197860962567,antonio blakeney
Antonio Reeves,245,170,88,268,338,58,298,479,247,27,4,17,218,166,384,0.5677083333333334,0.3256880733944954,415,0.5903614457831325,0.35918367346938773,606,0.44224422442244227,0.21641791044776118,1021,0.5024485798237023,0.28460038986354774,777,0.3835263835263835,0.8288590604026845,0.4845869297163995,1798,0.23081201334816462,0.3370411568409344,0.432146829810901,0.567853170189099,antonio reeves
Antonius Cleveland,290,150,117,191,277,32,61,144,49,95,7,59,195,143,338,0.5769230769230769,0.29743589743589743,440,0.6590909090909091,0.40344827586206894,468,0.4081196581196581,0.16753926701570682,908,0.5297356828193832,0.3097713097713098,205,0.2975609756097561,0.8032786885245902,0.36531365313653136,1113,0.3953279424977538,0.42048517520215634,0.18418688230008984,0.8158131176999102,antonius cleveland
Archie Goodwin,106,70,30,34,82,6,17,47,12,25,5,13,81,65,146,0.5547945205479452,0.20987654320987653,176,0.6022727272727273,0.2830188679245283,116,0.29310344827586204,0.17647058823529413,292,0.4794520547945205,0.2571428571428571,64,0.265625,0.7058823529411765,0.3057324840764331,356,0.4943820224719101,0.3258426966292135,0.1797752808988764,0.8202247191011236,archie goodwin
Arinze Onuaku,102,29,78,34,36,19,0,0,0,31,2,28,71,27,98,0.7244897959183674,0.704225352112676,131,0.7786259541984732,0.7647058823529411,70,0.4857142857142857,0.5588235294117647,201,0.6766169154228856,0.7132352941176471,0,,,0.7132352941176471,201,0.6517412935323383,0.3482587064676617,0.0,1.0,arinze onuaku
Armon Johnson,84,42,22,109,125,9,17,53,14,7,2,3,77,40,117,0.6581196581196581,0.24675324675324675,126,0.6666666666666666,0.2619047619047619,234,0.4658119658119658,0.08256880733944955,360,0.5361111111111111,0.16062176165803108,70,0.24285714285714285,0.8235294117647058,0.21428571428571427,430,0.2930232558139535,0.5441860465116279,0.16279069767441862,0.8372093023255814,armon johnson
Armoni Brooks,45,31,17,53,81,11,229,348,199,9,2,4,36,29,65,0.5538461538461539,0.3611111111111111,76,0.5921052631578947,0.37777777777777777,134,0.39552238805970147,0.20754716981132076,210,0.4666666666666667,0.2857142857142857,577,0.3968804159445407,0.868995633187773,0.6941896024464832,787,0.096569250317662,0.17026683608640406,0.7331639135959339,0.2668360864040661,armoni brooks
